id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
i8510,Entire home/apt,150,1,20,7/31/2023,1.1,1,31,17,
i8511,Entire home/apt,157,31,1,8/19/2023,1,136,322,1,
i8512,Entire home/apt,206,2,5,7/17/2022,0.34,2,0,0,
i8513,Entire home/apt,150,3,18,7/29/2023,2.03,1,168,18,
i8514,Entire home/apt,147,1,112,9/7/2023,5.8,2,55,69,
i8515,Entire home/apt,92,1,62,8/20/2023,3.27,3,154,33,
i8516,Entire home/apt,148,2,12,4/3/2023,0.77,1,347,6,
i8517,Entire home/apt,130,1,20,11/26/2022,1.08,1,0,6,
i8518,Private room,411,2,0,,,3,0,0,
i8519,Entire home/apt,103,30,9,6/18/2023,0.77,3,72,9,
i8520,Entire home/apt,106,2,16,9/3/2023,0.91,22,174,9,
i8521,Private room,53,2,15,7/5/2023,0.85,2,228,11,
i8522,Entire home/apt,100,3,3,3/29/2022,0.16,1,0,0,
i8523,Entire home/apt,129,1,95,8/20/2023,4.96,2,58,48,
i8524,Entire home/apt,121,1,13,8/12/2023,0.68,126,348,6,
i8525,Entire home/apt,144,2,0,,,1,0,0,
i8526,Entire home/apt,69,1,18,7/30/2023,0.94,34,134,10,
i8527,Entire home/apt,166,1,105,8/20/2023,5.55,1,145,56,
i8528,Entire home/apt,367,2,37,8/13/2023,1.95,1,133,19,
i8529,Entire home/apt,135,3,7,8/2/2023,0.38,1,64,4,
i8530,Entire home/apt,140,3,1,8/21/2023,1,1,316,1,
i8531,Entire home/apt,110,2,40,9/5/2023,2.11,1,163,26,
i8532,Entire home/apt,165,2,11,5/22/2022,0.6,1,178,0,
i8533,Entire home/apt,105,2,9,4/17/2023,0.5,1,67,5,
i8534,Entire home/apt,84,2,2,4/18/2022,0.11,1,0,0,
i8535,Entire home/apt,98,1,26,5/9/2023,1.37,19,332,9,
i8536,Entire home/apt,552,1,47,5/14/2023,2.78,1,0,33,
i8537,Private room,36,30,8,5/13/2023,0.45,2,339,5,
i8538,Entire home/apt,62,2,51,8/12/2023,2.71,18,313,34,
i8539,Entire home/apt,120,14,12,11/28/2022,0.63,3,21,2,
i8540,Entire home/apt,112,1,104,9/4/2023,5.5,2,315,62,
i8541,Entire home/apt,179,30,7,5/17/2023,0.39,7,361,3,
i8542,Entire home/apt,463,2,12,9/30/2022,0.63,1,0,2,
i8543,Entire home/apt,143,30,0,,,112,364,0,
i8544,Entire home/apt,143,30,0,,,112,364,0,
i8545,Entire home/apt,123,30,0,,,112,364,0,
i8546,Entire home/apt,1050,1,18,8/20/2023,1.19,1,89,13,
i8547,Entire home/apt,359,3,23,7/24/2023,1.28,1,112,8,
i8548,Entire home/apt,156,2,3,8/26/2023,0.17,1,11,1,
i8549,Entire home/apt,1000,2,0,,,3,0,0,
i8550,Entire home/apt,113,2,32,8/28/2023,1.81,32,9,22,
i8551,Entire home/apt,227,2,51,8/21/2023,2.87,6,303,31,
i8552,Entire home/apt,104,2,9,4/26/2023,0.5,2,324,5,
i8553,Entire home/apt,195,1,65,8/27/2023,3.44,16,330,36,
i8554,Entire home/apt,108,2,43,8/9/2023,2.34,6,225,22,
i8555,Entire home/apt,815,3,5,10/24/2022,0.27,1,356,1,
i8556,Entire home/apt,263,2,3,7/4/2022,0.19,2,195,0,
i8557,Entire home/apt,200,30,0,,,1,0,0,
i8558,Entire home/apt,114,1,81,9/8/2023,6.43,2,298,77,
i8559,Entire home/apt,399,3,22,8/20/2023,1.91,1,319,22,
i8560,Entire home/apt,350,3,0,,,1,0,0,
i8561,Entire home/apt,198,2,53,8/20/2023,3.72,1,151,45,
i8562,Entire home/apt,2989,3,1,7/31/2022,0.07,9,41,0,
i8563,Entire home/apt,350,3,22,4/23/2023,1.37,1,33,17,
i8564,Entire home/apt,177,3,9,11/6/2022,0.68,1,0,7,
i8565,Entire home/apt,183,3,9,9/5/2023,0.49,6,63,3,
i8566,Entire home/apt,195,2,10,7/28/2023,0.61,1,78,4,
i8567,Entire home/apt,147,2,46,8/11/2023,2.54,1,154,32,
i8568,Entire home/apt,350,3,0,,,1,221,0,
i8569,Entire home/apt,115,2,48,8/13/2023,2.63,4,0,27,
i8570,Entire home/apt,422,2,26,10/24/2022,1.44,7,0,3,
i8571,Entire home/apt,85,30,5,6/8/2023,0.29,1,203,2,
i8572,Entire home/apt,296,2,23,8/18/2023,1.29,44,357,11,
i8573,Entire home/apt,115,2,30,7/3/2023,1.63,5,208,14,
i8574,Entire home/apt,111,2,45,8/18/2023,2.5,2,35,30,
i8575,Entire home/apt,102,3,55,9/5/2023,2.95,1,354,39,
i8576,Entire home/apt,710,2,59,9/4/2023,3.13,15,278,35,
i8577,Entire home/apt,98,2,45,8/25/2023,2.5,3,118,32,
i8578,Entire home/apt,200,2,7,2/25/2023,0.39,1,361,4,
i8579,Private room,699,1,0,,,1,365,0,
i8580,Entire home/apt,65,1,67,9/4/2023,3.58,77,350,36,
i8581,Entire home/apt,71,1,145,8/20/2023,7.87,2,341,81,
i8582,Entire home/apt,296,2,45,8/6/2023,2.41,1,272,21,
i8583,Entire home/apt,800,3,6,5/30/2022,0.32,1,322,0,
i8584,Entire home/apt,185,3,25,11/13/2022,1.52,1,0,9,
i8585,Entire home/apt,1526,1,19,8/25/2023,1.09,22,336,11,
i8586,Entire home/apt,277,2,121,8/27/2023,6.46,2,238,67,
i8587,Entire home/apt,110,1,16,8/15/2023,0.88,23,167,3,
i8588,Entire home/apt,358,7,24,3/28/2023,1.27,1,69,1,
i8589,Entire home/apt,751,2,28,7/19/2023,1.54,3,104,13,
i8590,Entire home/apt,149,5,24,6/20/2023,1.32,3,154,19,
i8591,Entire home/apt,90,1,27,6/25/2023,1.44,5,144,15,
i8592,Entire home/apt,450,4,1,4/6/2022,0.06,2,355,0,
i8593,Entire home/apt,96,1,118,9/4/2023,6.25,1,141,64,
i8594,Entire home/apt,699,3,10,8/28/2022,0.54,1,289,0,
i8595,Private room,45,1,11,9/6/2023,1.36,1,346,11,
i8596,Entire home/apt,296,3,19,8/16/2023,1.54,1,100,18,
i8597,Entire home/apt,266,2,29,9/1/2023,1.53,1,173,13,
i8598,Shared room,19,30,0,,,89,254,0,
i8599,Entire home/apt,147,1,25,8/18/2023,1.43,78,291,17,
i8600,Entire home/apt,250,10,0,,,1,365,0,
i8601,Entire home/apt,189,3,22,3/13/2023,1.19,1,0,9,
i8602,Entire home/apt,200,30,0,,,1,365,0,
i8603,Private room,47,1,0,,,1,365,0,
i8604,Entire home/apt,458,3,18,8/27/2023,0.97,22,343,4,
i8605,Private room,258,1,119,9/7/2023,6.44,4,332,83,
i8606,Entire home/apt,65,2,35,11/27/2022,1.89,2,0,4,
i8607,Entire home/apt,750,1,1,3/13/2023,0.16,1,267,1,
i8608,Entire home/apt,96,30,4,8/3/2022,0.23,2,254,0,
i8609,Private room,104,1,5,10/24/2022,0.29,1,353,3,
i8610,Private room,36,30,4,7/31/2023,0.25,2,293,2,
i8611,Entire home/apt,132,2,48,8/20/2023,2.6,5,90,28,
i8612,Entire home/apt,1941,2,1,10/24/2022,0.09,43,31,1,
i8613,Entire home/apt,3757,1,0,,,43,143,0,
i8614,Entire home/apt,3666,2,0,,,43,127,0,
i8615,Entire home/apt,1650,1,0,,,43,77,0,
i8616,Entire home/apt,1444,2,0,,,43,124,0,
i8617,Entire home/apt,2687,2,1,10/16/2022,0.09,43,120,1,
i8618,Entire home/apt,2202,2,0,,,43,122,0,
i8619,Entire home/apt,679,3,16,5/8/2023,0.89,1,92,6,
i8620,Entire home/apt,149,1,102,8/5/2023,5.5,1,40,57,
i8621,Entire home/apt,195,3,50,8/13/2023,3.14,1,0,28,
i8622,Entire home/apt,211,1,19,9/3/2023,1.03,18,73,6,
i8623,Entire home/apt,353,3,40,7/30/2023,2.63,1,333,29,
i8624,Entire home/apt,79,1,44,8/19/2023,2.38,1,349,21,
i8625,Entire home/apt,121,3,12,8/20/2023,1.09,28,76,12,
i8626,Entire home/apt,116,30,2,6/13/2022,0.11,1,0,0,
i8627,Entire home/apt,260,1,36,4/17/2023,1.95,3,0,17,
i8628,Entire home/apt,85,2,20,7/23/2023,1.11,1,314,15,
i8629,Private room,125,2,0,,,3,81,0,
i8630,Entire home/apt,182,2,86,8/23/2023,4.77,8,302,50,
i8631,Entire home/apt,368,3,31,9/5/2023,1.65,6,71,16,
i8632,Entire home/apt,146,2,57,5/31/2023,3.1,2,157,35,
i8633,Entire home/apt,168,2,42,9/3/2023,2.33,1,152,26,
i8634,Private room,50,2,21,11/25/2022,1.17,1,126,10,
i8635,Entire home/apt,146,2,50,8/21/2023,2.72,25,349,18,
i8636,Entire home/apt,136,30,2,3/13/2023,0.3,1,310,2,
i8637,Entire home/apt,263,2,24,5/7/2023,1.3,1,91,12,
i8638,Entire home/apt,209,2,13,4/16/2023,0.71,1,173,3,
i8639,Entire home/apt,64,30,9,4/17/2023,0.54,1,342,7,
i8640,Entire home/apt,126,30,0,,,112,364,0,
i8641,Private room,120,1,23,9/8/2023,3.75,3,71,23,
i8642,Entire home/apt,200,3,6,5/9/2023,0.39,1,239,5,
i8643,Entire home/apt,218,2,45,9/4/2023,2.5,1,361,25,
i8644,Entire home/apt,108,29,53,8/28/2023,2.88,9,301,42,
i8645,Entire home/apt,163,1,24,7/23/2023,1.33,22,348,12,
i8646,Entire home/apt,199,2,33,8/13/2023,2.17,1,320,21,
i8647,Entire home/apt,127,2,76,9/7/2023,4.6,12,143,55,
i8648,Entire home/apt,137,29,55,9/3/2023,2.99,9,301,43,
i8649,Entire home/apt,288,1,32,7/9/2023,1.76,1,95,13,
i8650,Entire home/apt,225,2,14,4/30/2023,0.79,1,329,10,
i8651,Private room,38,3,3,7/20/2023,0.24,1,283,2,
i8652,Entire home/apt,121,30,0,,,3,344,0,
i8653,Entire home/apt,110,3,8,8/7/2023,0.46,1,54,7,
i8654,Entire home/apt,97,1,76,8/28/2023,4.15,13,328,34,
i8655,Entire home/apt,115,30,3,8/31/2023,0.18,1,284,2,
i8656,Entire home/apt,130,2,27,5/29/2023,1.46,44,349,14,
i8657,Entire home/apt,118,2,42,8/15/2023,2.27,4,55,20,
i8658,Entire home/apt,275,3,27,9/4/2023,1.5,1,349,16,
i8659,Entire home/apt,115,2,27,7/23/2023,1.46,3,262,16,
i8660,Entire home/apt,350,2,1,3/14/2023,0.17,1,9,1,
i8661,Private room,355,2,2,3/17/2023,0.33,3,3,2,
i8662,Entire home/apt,155,28,1,4/3/2022,0.06,1,89,0,
i8663,Entire home/apt,317,30,16,4/2/2023,0.86,9,139,3,
i8664,Entire home/apt,151,30,0,,,112,364,0,
i8665,Entire home/apt,127,30,0,,,112,364,0,
i8666,Entire home/apt,298,30,1,5/11/2022,0.06,44,364,0,
i8667,Entire home/apt,171,2,59,7/30/2023,3.37,2,177,33,
i8668,Entire home/apt,96,1,63,8/27/2023,3.55,1,42,38,
i8669,Entire home/apt,173,2,37,7/23/2023,2.03,2,0,11,
i8670,Private room,39,2,13,8/21/2023,0.7,3,365,2,
i8671,Entire home/apt,345,30,40,8/27/2023,2.19,1,343,22,
i8672,Entire home/apt,216,2,27,9/3/2023,1.5,1,65,18,
i8673,Entire home/apt,125,3,23,9/1/2023,1.52,3,138,17,
i8674,Entire home/apt,211,3,13,8/11/2023,0.71,3,180,7,
i8675,Entire home/apt,132,2,31,8/26/2023,1.7,1,176,14,
i8676,Entire home/apt,132,2,45,8/7/2023,2.47,5,61,23,
i8677,Entire home/apt,199,2,14,4/18/2023,0.77,2,21,7,
i8678,Entire home/apt,221,2,10,2/20/2023,0.56,1,48,9,
i8679,Entire home/apt,183,2,64,7/21/2023,3.51,2,134,37,
i8680,Entire home/apt,292,2,0,,,1,90,0,
i8681,Entire home/apt,215,2,46,8/10/2023,2.91,1,28,34,
i8682,Entire home/apt,2849,6,0,,,4,24,0,
i8683,Entire home/apt,114,3,43,8/1/2023,2.38,8,349,23,
i8684,Entire home/apt,165,3,18,9/6/2023,1.51,1,221,18,
i8685,Entire home/apt,100,1,45,9/3/2023,2.47,1,79,27,
i8686,Private room,40,21,6,6/12/2023,0.42,4,327,4,
i8687,Entire home/apt,89,1,50,8/12/2023,2.73,1,43,26,
i8688,Entire home/apt,150,3,63,9/5/2023,3.46,3,129,46,
i8689,Entire home/apt,484,1,23,8/27/2023,1.24,22,363,6,
i8690,Entire home/apt,186,30,0,,,2,314,0,
i8691,Entire home/apt,317,1,70,8/24/2023,3.81,12,300,35,
i8692,Private room,125,1,10,10/11/2022,0.58,1,6,3,
i8693,Entire home/apt,107,30,0,,,1,89,0,
i8694,Entire home/apt,102,2,47,7/10/2023,2.65,2,154,32,
i8695,Private room,44,1,59,8/27/2023,3.21,7,157,45,
i8696,Private room,47,1,76,8/13/2023,4.52,7,175,59,
i8697,Entire home/apt,135,1,28,4/24/2023,1.53,3,0,11,
i8698,Private room,56,4,3,9/22/2022,0.19,4,0,1,
i8699,Private room,79,1,26,7/18/2023,1.41,1,255,14,
i8700,Entire home/apt,730,2,35,8/13/2023,1.89,3,314,24,
i8701,Entire home/apt,1022,3,25,9/4/2023,1.39,1,75,15,
i8702,Entire home/apt,172,3,9,10/16/2022,0.52,44,0,1,
i8703,Entire home/apt,209,2,30,7/30/2023,1.66,2,0,12,
i8704,Entire home/apt,459,1,33,8/17/2023,1.81,22,319,25,
i8705,Entire home/apt,652,1,23,7/23/2023,1.44,22,335,15,
i8706,Entire home/apt,202,2,50,8/26/2023,2.73,3,146,27,
i8707,Private room,125,7,3,3/25/2022,0.16,2,363,0,
i8708,Entire home/apt,172,1,55,8/20/2023,3.35,1,180,31,
i8709,Entire home/apt,298,2,1,10/23/2022,0.09,1,363,1,
i8710,Entire home/apt,119,2,1,4/11/2022,0.06,2,0,0,
i8711,Entire home/apt,217,14,3,2/18/2023,0.22,2,75,2,
i8712,Entire home/apt,152,2,36,7/16/2023,1.99,2,295,24,
i8713,Entire home/apt,164,1,8,3/13/2023,0.48,1,90,5,
i8714,Entire home/apt,148,30,0,,,112,364,0,
i8715,Entire home/apt,178,2,32,9/3/2023,1.76,1,259,21,
i8716,Private room,650,3,0,,,2,362,0,
i8717,Private room,85,2,14,7/15/2023,0.81,17,174,8,
i8718,Entire home/apt,156,3,27,8/27/2023,1.5,44,341,17,
i8719,Entire home/apt,128,1,42,8/19/2023,2.3,1,318,22,
i8720,Entire home/apt,182,1,72,9/4/2023,4.08,1,144,46,
i8721,Entire home/apt,144,3,53,9/3/2023,2.93,2,68,34,
i8722,Private room,148,1,3,5/7/2023,0.38,3,21,3,
i8723,Entire home/apt,207,1,10,4/24/2022,0.55,1,0,0,
i8724,Entire home/apt,300,3,0,,,2,19,0,
i8725,Entire home/apt,82,30,5,8/18/2023,0.4,2,311,4,
i8726,Entire home/apt,339,2,8,7/31/2023,0.43,1,88,2,
i8727,Entire home/apt,234,2,27,8/13/2023,1.8,1,151,19,
i8728,Entire home/apt,79,1,50,8/25/2023,2.7,4,71,22,
i8729,Entire home/apt,170,3,6,5/30/2022,0.33,1,0,0,
i8730,Entire home/apt,190,2,11,7/15/2023,0.69,1,0,9,
i8731,Entire home/apt,142,1,19,5/28/2023,1.05,22,339,15,
i8732,Entire home/apt,112,2,94,8/17/2023,5.09,4,247,52,
i8733,Entire home/apt,129,1,72,3/26/2023,3.9,2,0,24,
i8734,Entire home/apt,74,1,7,8/19/2023,0.39,126,360,5,
i8735,Entire home/apt,108,1,5,7/22/2023,0.34,126,350,4,
i8736,Entire home/apt,290,3,1,3/14/2022,0.05,1,356,0,
i8737,Entire home/apt,152,2,3,3/20/2022,0.16,4,0,0,
i8738,Entire home/apt,170,3,29,5/29/2023,1.71,1,300,17,
i8739,Entire home/apt,130,1,32,9/4/2023,1.8,22,330,19,
i8740,Entire home/apt,142,1,26,8/13/2023,1.52,22,342,18,
i8741,Entire home/apt,124,1,53,8/15/2023,2.94,22,331,37,
i8742,Entire home/apt,235,1,43,8/17/2023,2.42,22,321,26,
i8743,Entire home/apt,187,1,26,8/7/2023,1.43,22,324,20,
i8744,Entire home/apt,126,1,36,8/20/2023,1.99,22,339,17,
i8745,Entire home/apt,178,1,13,8/25/2023,0.71,1,326,10,
i8746,Entire home/apt,585,1,9,7/9/2023,0.51,4,0,6,
i8747,Entire home/apt,167,2,38,8/6/2023,2.23,11,326,30,
i8748,Entire home/apt,133,1,33,9/4/2023,1.94,11,342,27,
i8749,Entire home/apt,163,2,35,9/4/2023,2.08,11,347,26,
i8750,Entire home/apt,174,2,23,9/3/2023,1.47,11,336,16,
i8751,Entire home/apt,90,30,0,,,112,364,0,
i8752,Entire home/apt,137,30,1,10/14/2022,0.09,22,252,1,
i8753,Entire home/apt,85,2,39,8/23/2023,2.25,3,127,31,
i8754,Entire home/apt,590,2,50,9/3/2023,2.77,3,113,24,
i8755,Entire home/apt,264,5,0,,,1,12,0,
i8756,Entire home/apt,700,4,0,,,1,180,0,
i8757,Entire home/apt,108,2,72,7/30/2023,3.93,27,57,39,
i8758,Entire home/apt,314,1,16,10/24/2022,0.88,1,0,2,
i8759,Entire home/apt,163,1,64,8/21/2023,3.54,9,171,42,
i8760,Entire home/apt,90,1,36,8/17/2023,1.97,2,100,22,
i8761,Entire home/apt,242,2,45,7/16/2023,2.5,1,73,27,
i8762,Entire home/apt,425,2,10,11/13/2022,0.56,2,356,2,
i8763,Entire home/apt,296,2,1,7/4/2022,0.07,4,1,0,
i8764,Entire home/apt,135,1,45,8/20/2023,2.5,2,21,28,
i8765,Entire home/apt,344,2,29,9/4/2023,1.59,1,46,15,
i8766,Entire home/apt,191,2,13,3/14/2023,0.73,1,214,7,
i8767,Entire home/apt,146,3,22,6/26/2023,1.21,2,0,12,
i8768,Entire home/apt,189,3,8,6/4/2022,0.45,1,0,0,
i8769,Entire home/apt,238,2,18,7/31/2023,1,5,68,11,
i8770,Entire home/apt,425,2,2,10/23/2022,0.12,1,19,1,
i8771,Entire home/apt,150,3,24,7/25/2023,1.32,1,138,14,
i8772,Entire home/apt,109,1,78,8/26/2023,4.26,3,158,53,
i8773,Entire home/apt,123,28,9,4/16/2023,0.56,1,234,4,
i8774,Entire home/apt,124,30,0,,,112,364,0,
i8775,Entire home/apt,149,30,0,,,112,364,0,
i8776,Entire home/apt,350,30,3,6/13/2022,0.17,1,365,0,
i8777,Entire home/apt,90,7,5,3/1/2023,0.32,3,72,2,
i8778,Private room,46,2,11,8/18/2023,0.61,3,365,3,
i8779,Entire home/apt,138,1,15,8/2/2023,1.21,1,135,14,
i8780,Entire home/apt,68,2,51,9/9/2023,2.95,1,324,44,
i8781,Entire home/apt,186,2,32,7/23/2023,1.77,5,52,21,
i8782,Private room,110,1,3,4/26/2022,0.17,1,359,0,
i8783,Entire home/apt,540,9,0,,,1,0,0,
i8784,Entire home/apt,1000,1,1,4/10/2022,0.06,1,89,0,
i8785,Entire home/apt,107,1,191,8/27/2023,10.49,1,314,111,
i8786,Entire home/apt,233,3,26,8/20/2023,1.51,20,168,20,
i8787,Entire home/apt,234,1,70,8/27/2023,3.86,4,364,32,
i8788,Entire home/apt,200,2,17,5/29/2023,0.94,1,194,6,
i8789,Entire home/apt,1500,2,3,6/20/2022,0.18,31,0,0,
i8790,Entire home/apt,200,2,20,5/7/2023,1.1,1,0,11,
i8791,Entire home/apt,511,2,2,7/10/2022,0.13,3,219,0,
i8792,Entire home/apt,135,30,5,5/31/2023,0.31,4,39,2,
i8793,Private room,109,2,9,4/27/2023,0.58,1,27,5,
i8794,Entire home/apt,140,28,5,7/4/2023,0.34,1,216,3,
i8795,Entire home/apt,130,5,2,2/25/2023,0.12,1,0,1,
i8796,Private room,105,2,3,6/11/2023,0.17,2,0,2,
i8797,Entire home/apt,95,30,0,,,1,365,0,
i8798,Entire home/apt,77,2,29,7/11/2023,1.85,1,1,24,
i8799,Entire home/apt,179,3,1,5/3/2022,0.06,1,76,0,
i8800,Entire home/apt,3659,1,0,,,78,365,0,
i8801,Entire home/apt,100,30,0,,,112,364,0,
i8802,Entire home/apt,144,2,31,9/4/2023,1.89,1,317,27,
i8803,Entire home/apt,135,3,0,,,5,296,0,
i8804,Entire home/apt,145,2,35,8/6/2023,1.92,49,74,22,
i8805,Entire home/apt,10309,30,0,,,44,364,0,
i8806,Entire home/apt,234,2,44,7/30/2023,2.6,49,56,32,
i8807,Entire home/apt,873,2,7,8/22/2023,0.43,5,364,4,
i8808,Entire home/apt,147,1,129,9/3/2023,7.07,2,49,91,
i8809,Entire home/apt,222,3,22,7/27/2023,1.22,2,286,15,
i8810,Entire home/apt,1550,3,7,4/30/2023,0.47,1,114,3,
i8811,Entire home/apt,425,2,57,7/16/2023,3.24,31,0,43,
i8812,Private room,72,1,21,4/14/2023,1.15,3,58,3,
i8813,Private room,77,1,20,8/4/2023,1.1,3,58,8,
i8814,Entire home/apt,185,3,32,8/21/2023,1.76,3,115,23,
i8815,Entire home/apt,103,1,40,9/4/2023,2.19,1,360,31,
i8816,Entire home/apt,88,30,0,,,112,364,0,
i8817,Entire home/apt,115,1,22,9/4/2023,1.24,10,21,5,
i8818,Entire home/apt,466,3,0,,,1,172,0,
i8819,Entire home/apt,244,2,64,8/20/2023,3.54,2,335,38,
i8820,Entire home/apt,238,2,13,8/10/2023,1.11,1,169,13,
i8821,Entire home/apt,72,3,57,9/4/2023,3.37,2,165,40,
i8822,Private room,52,1,42,9/4/2023,2.31,2,260,33,
i8823,Entire home/apt,110,1,124,8/18/2023,6.8,8,344,75,
i8824,Entire home/apt,416,1,5,7/16/2023,0.27,2,46,1,
i8825,Entire home/apt,204,2,59,8/1/2023,3.25,3,152,30,
i8826,Entire home/apt,95,30,2,3/31/2023,0.13,5,253,1,
i8827,Private room,36,1,17,3/30/2023,0.97,3,0,3,
i8828,Entire home/apt,122,2,142,8/26/2023,7.99,2,40,104,
i8829,Entire home/apt,1150,1,46,8/27/2023,2.54,17,321,31,
i8830,Entire home/apt,424,1,46,8/28/2023,2.56,17,324,24,
i8831,Entire home/apt,1453,1,31,8/17/2023,1.84,17,317,21,
i8832,Entire home/apt,357,2,7,3/19/2023,0.39,1,37,6,
i8833,Entire home/apt,85,2,81,9/4/2023,4.47,1,326,54,
i8834,Entire home/apt,243,3,13,8/21/2023,0.9,1,236,12,
i8835,Entire home/apt,137,3,24,8/24/2023,1.45,4,108,14,
i8836,Entire home/apt,2857,4,0,,,1,0,0,
i8837,Private room,110,1,21,4/30/2023,1.15,2,160,11,
i8838,Entire home/apt,440,29,7,2/22/2023,0.39,2,262,5,
i8839,Private room,85,2,13,5/6/2023,0.71,2,0,7,
i8840,Entire home/apt,549,1,35,8/20/2023,1.94,1,351,17,
i8841,Entire home/apt,225,2,37,6/24/2023,2.04,1,78,20,
i8842,Entire home/apt,237,31,0,,,136,361,0,
i8843,Entire home/apt,93,30,0,,,112,364,0,
i8844,Entire home/apt,175,3,8,5/1/2022,0.44,1,0,0,
i8845,Entire home/apt,177,2,9,10/24/2022,0.51,1,55,3,
i8846,Private room,56,1,137,9/3/2023,7.54,6,36,83,
i8847,Private room,75,1,1,11/20/2022,0.1,1,365,1,
i8848,Entire home/apt,291,2,0,,,1,0,0,
i8849,Entire home/apt,171,2,111,8/26/2023,6.16,2,148,75,
i8850,Entire home/apt,221,1,29,8/19/2023,1.68,1,240,15,
i8851,Entire home/apt,105,30,3,3/1/2023,0.19,5,314,1,
i8852,Entire home/apt,868,2,33,8/27/2023,1.93,1,322,19,
i8853,Entire home/apt,68,1,52,9/4/2023,3.03,3,161,31,
i8854,Entire home/apt,191,3,18,4/17/2023,1.09,1,242,8,
i8855,Entire home/apt,245,1,36,8/14/2023,2,4,342,23,
i8856,Private room,110,1,21,9/4/2023,1.17,2,160,8,
i8857,Entire home/apt,134,30,0,,,112,364,0,
i8858,Entire home/apt,220,2,70,9/4/2023,3.87,1,310,50,
i8859,Private room,50,1,25,5/7/2023,1.57,1,87,17,
i8860,Private room,45,1,4,6/10/2022,0.22,1,0,0,
i8861,Entire home/apt,175,30,1,8/28/2022,0.08,5,100,0,
i8862,Private room,41,1,72,9/1/2023,4.27,7,158,48,
i8863,Entire home/apt,114,2,7,9/4/2023,0.64,1,18,7,
i8864,Entire home/apt,200,2,1,3/27/2022,0.06,1,0,0,
i8865,Entire home/apt,162,2,42,8/14/2023,2.5,11,337,35,
i8866,Entire home/apt,158,1,22,8/14/2023,1.24,22,347,10,
i8867,Private room,143,3,4,5/15/2022,0.22,2,364,0,
i8868,Private room,80,2,18,5/21/2023,1,1,85,16,
i8869,Entire home/apt,350,2,0,,,1,354,0,
i8870,Entire home/apt,123,31,0,,,136,320,0,
i8871,Entire home/apt,64,2,13,6/19/2023,0.72,1,0,4,
i8872,Entire home/apt,1140,2,33,9/4/2023,2.02,3,303,20,
i8873,Private room,88,1,17,5/28/2023,0.94,2,365,4,
i8874,Entire home/apt,142,2,75,9/3/2023,4.72,6,140,61,
i8875,Entire home/apt,200,1,2,3/20/2023,0.19,1,194,2,
i8876,Entire home/apt,166,1,30,6/21/2023,1.71,1,69,16,
i8877,Entire home/apt,132,1,74,8/23/2023,4.11,6,52,50,
i8878,Entire home/apt,249,1,12,8/20/2023,0.67,1,342,6,
i8879,Entire home/apt,150,1,99,9/2/2023,5.57,2,114,54,
i8880,Entire home/apt,950,2,6,9/5/2023,0.49,1,275,6,
i8881,Private room,88,1,27,8/13/2023,1.49,2,343,18,
i8882,Entire home/apt,399,2,48,7/8/2023,2.69,2,48,28,
i8883,Entire home/apt,523,1,0,,,14,365,0,
i8884,Entire home/apt,282,2,23,7/31/2023,1.29,6,104,20,
i8885,Entire home/apt,60,30,1,5/31/2022,0.06,1,0,0,
i8886,Entire home/apt,158,1,38,8/25/2023,2.62,19,96,25,
i8887,Private room,79,2,8,7/30/2022,0.46,3,0,0,
i8888,Entire home/apt,182,2,55,7/21/2023,3.11,27,69,30,
i8889,Private room,45,1,8,6/9/2022,0.45,12,0,0,
i8890,Entire home/apt,72,1,66,8/28/2023,3.66,77,359,39,
i8891,Entire home/apt,81,1,31,8/19/2023,1.76,77,362,21,
i8892,Entire home/apt,81,1,59,8/12/2023,3.33,77,355,31,
i8893,Entire home/apt,92,10,0,,,1,50,0,
i8894,Private room,50,30,6,7/29/2023,0.41,1,12,4,
i8895,Entire home/apt,145,3,16,8/25/2023,0.94,1,315,10,
i8896,Entire home/apt,107,30,0,,,112,364,0,
i8897,Entire home/apt,236,1,85,9/2/2023,4.77,2,140,42,
