id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
i3485,Entire home/apt,90,30,70,6/20/2023,1.04,1,182,3,
i3486,Entire home/apt,200,3,2,7/16/2018,0.03,1,0,0,
i3487,Entire home/apt,71,35,10,10/1/2022,0.16,1,131,1,
i3488,Entire home/apt,93,1,6,6/24/2018,0.09,1,0,0,
i3489,Entire home/apt,87,1,468,9/1/2023,7.06,7,336,83,
i3490,Entire home/apt,480,3,10,10/25/2021,0.15,1,0,0,
i3491,Entire home/apt,133,30,75,11/3/2022,1.19,2,125,2,
i3492,Entire home/apt,115,2,2,8/12/2018,0.03,1,0,0,
i3493,Entire home/apt,115,1,15,5/6/2018,0.22,1,0,0,
i3494,Entire home/apt,149,2,235,9/4/2023,3.5,1,316,44,
i3495,Entire home/apt,90,1,176,7/30/2023,2.63,28,56,11,
i3496,Entire home/apt,76,1,172,7/15/2023,2.56,28,79,19,
i3497,Entire home/apt,84,1,212,7/30/2023,3.14,28,70,31,
i3498,Entire home/apt,125,3,27,4/4/2023,0.4,2,310,1,
i3499,Entire home/apt,200,5,1,3/17/2018,0.01,1,0,0,
i3500,Private room,75,1,2,10/10/2021,0.03,1,0,0,
i3501,Entire home/apt,135,6,43,4/29/2023,0.65,1,224,5,
i3502,Entire home/apt,700,2,42,3/30/2023,0.63,1,90,3,
i3503,Entire home/apt,50,1,80,2/1/2021,1.19,1,0,0,
i3504,Entire home/apt,130,1,2,3/14/2018,0.03,1,0,0,
i3505,Entire home/apt,54,10,45,3/15/2019,0.67,2,0,0,
i3506,Entire home/apt,275,2,3,3/14/2019,0.04,1,0,0,
i3507,Entire home/apt,150,3,1,3/17/2018,0.01,1,0,0,
i3508,Private room,28,28,45,4/30/2020,0.67,2,0,0,
i3509,Entire home/apt,140,1,1,3/11/2018,0.01,1,0,0,
i3510,Entire home/apt,155,3,2,3/18/2018,0.03,1,0,0,
i3511,Entire home/apt,121,1,116,6/25/2023,1.73,47,155,7,
i3512,Entire home/apt,337,2,52,4/23/2023,0.78,2,315,10,
i3513,Entire home/apt,175,2,1,3/13/2018,0.01,1,0,0,
i3514,Entire home/apt,385,3,1,3/18/2018,0.01,1,0,0,
i3515,Entire home/apt,400,1,1,3/2/2018,0.01,1,0,0,
i3516,Entire home/apt,102,2,119,8/5/2023,1.78,5,200,22,
i3517,Entire home/apt,330,2,26,7/23/2023,0.39,2,25,1,
i3518,Entire home/apt,300,4,1,3/19/2018,0.01,1,0,0,
i3519,Entire home/apt,138,2,3,4/1/2018,0.04,1,0,0,
i3520,Entire home/apt,399,2,99,5/7/2023,1.47,3,256,8,
i3521,Private room,55,2,0,,,1,0,0,
i3522,Entire home/apt,750,4,4,10/17/2022,0.07,1,249,1,
i3523,Entire home/apt,75,14,37,7/1/2023,0.67,1,111,4,
i3524,Private room,35,2,9,3/17/2019,0.13,1,0,0,
i3525,Entire home/apt,500,3,0,,,1,0,0,
i3526,Entire home/apt,170,1,242,9/2/2023,3.6,2,77,32,
i3527,Private room,40,3,0,,,1,0,0,
i3528,Private room,60,1,2,3/17/2018,0.03,1,0,0,
i3529,Private room,34,1,6,4/8/2018,0.09,1,0,0,
i3530,Private room,68,3,3,3/17/2019,0.04,2,0,0,
i3531,Entire home/apt,399,3,3,10/17/2022,0.04,2,8,1,
i3532,Entire home/apt,125,2,147,5/21/2023,2.21,1,350,18,
i3533,Entire home/apt,205,3,2,3/13/2018,0.03,1,0,0,
i3534,Entire home/apt,500,2,0,,,1,0,0,
i3535,Entire home/apt,136,1,7,5/28/2023,1.24,2,0,7,
i3536,Entire home/apt,199,2,57,3/10/2020,0.85,1,0,0,
i3537,Entire home/apt,698,1,11,3/12/2023,0.23,1,103,8,
i3538,Entire home/apt,140,2,6,5/28/2018,0.09,1,0,0,
i3539,Entire home/apt,100,1,445,8/26/2023,6.61,1,5,122,
i3540,Entire home/apt,54,1,9,1/5/2019,0.13,1,0,0,
i3541,Entire home/apt,786,180,5,5/6/2019,0.07,1,252,0,
i3542,Entire home/apt,81,1,443,8/24/2023,6.59,1,70,119,
i3543,Entire home/apt,250,2,3,10/21/2018,0.04,1,0,0,
i3544,Private room,99,1,46,9/8/2019,0.69,1,0,0,
i3545,Entire home/apt,110,3,300,9/4/2023,4.49,1,57,37,
i3546,Entire home/apt,399,30,75,5/25/2022,1.11,6,0,0,
i3547,Entire home/apt,117,1,601,8/27/2023,8.94,1,117,128,
i3548,Private room,65,2,4,5/7/2018,0.06,1,0,0,
i3549,Private room,355,1,8,9/4/2022,0.27,1,90,0,
i3550,Entire home/apt,400,4,0,,,1,362,0,
i3551,Entire home/apt,350,1,0,,,3,0,0,
i3552,Private room,995,3,0,,,1,0,0,
i3553,Entire home/apt,300,3,0,,,3,0,0,
i3554,Entire home/apt,125,2,2,3/18/2018,0.03,1,0,0,
i3555,Entire home/apt,721,2,11,10/23/2022,0.29,2,10,1,
i3556,Private room,100,1,1,3/17/2018,0.01,1,0,0,
i3557,Private room,46,2,3,7/29/2018,0.04,2,0,0,
i3558,Private room,55,2,2,3/18/2018,0.03,1,0,0,
i3559,Private room,20,1,69,2/17/2019,1.03,1,0,0,
i3560,Entire home/apt,65,1,2,3/14/2018,0.03,1,0,0,
i3561,Private room,55,30,26,9/2/2023,0.39,3,292,4,
i3562,Entire home/apt,265,2,0,,,1,0,0,
i3563,Entire home/apt,120,3,3,6/3/2018,0.04,1,0,0,
i3564,Entire home/apt,549,2,2,10/15/2018,0.03,1,177,0,
i3565,Entire home/apt,88,3,7,5/27/2018,0.1,1,0,0,
i3566,Entire home/apt,185,2,5,3/17/2019,0.07,1,0,0,
i3567,Entire home/apt,132,2,43,6/4/2023,0.64,1,0,11,
i3568,Entire home/apt,80,30,4,7/8/2018,0.06,1,0,0,
i3569,Entire home/apt,145,2,0,,,1,0,0,
i3570,Entire home/apt,252,2,66,8/20/2023,1.35,1,164,29,
i3571,Entire home/apt,89,2,11,7/3/2018,0.16,1,0,0,
i3572,Entire home/apt,150,2,0,,,1,0,0,
i3573,Shared room,114,1,0,,,1,0,0,
i3574,Entire home/apt,106,5,158,9/9/2023,2.36,1,49,27,
i3575,Private room,40,2,9,10/24/2018,0.13,1,0,0,
i3576,Entire home/apt,114,1,34,4/8/2023,0.51,5,0,10,
i3577,Entire home/apt,107,30,3,9/26/2021,0.05,1,0,0,
i3578,Private room,30,30,72,4/2/2021,1.07,2,0,0,
i3579,Entire home/apt,41,1,4,5/2/2018,0.06,1,0,0,
i3580,Entire home/apt,1399,2,11,3/13/2022,0.17,1,364,0,
i3581,Entire home/apt,196,2,263,9/15/2020,3.91,1,0,0,
i3582,Private room,150,4,0,,,1,0,0,
i3583,Entire home/apt,65,3,1,3/18/2018,0.01,1,0,0,
i3584,Shared room,75,7,0,,,1,0,0,
i3585,Entire home/apt,175,6,152,7/24/2023,2.27,1,75,10,
i3586,Entire home/apt,431,3,78,8/13/2023,1.27,1,295,25,
i3587,Entire home/apt,399,3,17,12/28/2019,0.25,1,0,0,
i3588,Entire home/apt,139,5,18,7/30/2023,1.02,4,165,10,
i3589,Entire home/apt,275,7,0,,,1,0,0,
i3590,Private room,150,1,0,,,1,0,0,
i3591,Entire home/apt,169,1,0,,,1,69,0,
i3592,Private room,65,2,0,,,1,0,0,
i3593,Entire home/apt,150,3,2,5/4/2018,0.03,1,0,0,
i3594,Private room,65,1,38,3/19/2023,2.43,3,0,25,
i3595,Private room,80,2,5,10/28/2018,0.07,1,0,0,
i3596,Entire home/apt,444,3,0,,,1,0,0,
i3597,Entire home/apt,150,1,3,4/23/2018,0.04,1,0,0,
i3598,Entire home/apt,382,2,139,8/27/2023,2.1,20,214,31,
i3599,Entire home/apt,118,3,10,9/4/2023,0.15,1,110,9,
i3600,Entire home/apt,63,1,2,3/12/2018,0.03,1,0,0,
i3601,Private room,399,4,0,,,2,0,0,
i3602,Entire home/apt,100,3,1,3/10/2018,0.01,1,0,0,
i3603,Entire home/apt,350,2,1,3/16/2018,0.01,1,0,0,
i3604,Private room,80,1,4,3/19/2018,0.06,2,0,0,
i3605,Entire home/apt,250,2,47,4/8/2023,0.73,1,220,10,
i3606,Entire home/apt,175,4,4,10/22/2018,0.06,1,0,0,
i3607,Entire home/apt,600,5,0,,,1,0,0,
i3608,Entire home/apt,93,4,4,4/29/2018,0.06,1,0,0,
i3609,Entire home/apt,60,2,3,3/17/2019,0.04,1,0,0,
i3610,Entire home/apt,451,2,48,8/2/2023,0.73,31,192,5,
i3611,Entire home/apt,225,2,2,3/18/2018,0.03,1,0,0,
i3612,Entire home/apt,195,3,4,10/8/2018,0.06,1,0,0,
i3613,Entire home/apt,110,3,38,2/18/2020,0.57,1,0,0,
i3614,Private room,55,7,18,11/4/2019,0.27,3,145,0,
i3615,Private room,40,1,10,4/30/2018,0.15,1,0,0,
i3616,Entire home/apt,250,2,4,3/25/2018,0.06,1,0,0,
i3617,Entire home/apt,135,2,4,4/22/2018,0.06,2,0,0,
i3618,Entire home/apt,361,2,0,,,1,0,0,
i3619,Private room,63,1,311,8/29/2023,4.63,6,142,100,
i3620,Entire home/apt,65,2,27,3/28/2021,0.43,1,0,0,
i3621,Entire home/apt,89,2,1,4/22/2018,0.02,1,0,0,
i3622,Entire home/apt,245,2,89,12/11/2022,1.33,3,123,1,
i3623,Private room,70,2,3,10/6/2019,0.04,1,0,0,
i3624,Private room,45,1,6,6/27/2018,0.09,1,0,0,
i3625,Private room,34,30,19,10/31/2022,0.28,1,54,1,
i3626,Private room,47,1,3,5/18/2018,0.05,1,0,0,
i3627,Entire home/apt,146,31,1,9/10/2021,0.04,44,14,0,
i3628,Private room,80,1,13,10/17/2022,0.22,3,157,3,
i3629,Private room,125,5,1,3/17/2018,0.01,1,0,0,
i3630,Private room,60,2,1,3/17/2018,0.01,1,0,0,
i3631,Entire home/apt,150,2,45,4/22/2023,0.67,2,11,3,
i3632,Entire home/apt,200,1,4,6/10/2018,0.06,1,0,0,
i3633,Entire home/apt,120,14,0,,,1,0,0,
i3634,Entire home/apt,375,2,28,2/4/2019,0.42,1,0,0,
i3635,Entire home/apt,391,3,25,8/7/2021,0.39,1,23,0,
i3636,Entire home/apt,100,1,3,6/10/2018,0.05,1,0,0,
i3637,Entire home/apt,299,3,7,10/16/2018,0.1,1,180,0,
i3638,Entire home/apt,100,2,1,3/12/2018,0.01,1,0,0,
i3639,Entire home/apt,879,3,137,9/4/2023,2.06,10,11,10,
i3640,Entire home/apt,160,2,0,,,2,0,0,
i3641,Entire home/apt,450,3,0,,,1,0,0,
i3642,Entire home/apt,199,1,1,9/27/2018,0.02,1,90,0,
i3643,Private room,350,1,0,,,2,0,0,
i3644,Private room,42,1,64,11/19/2018,0.96,3,0,0,
i3645,Private room,130,1,0,,,1,0,0,
i3646,Private room,150,2,0,,,1,0,0,
i3647,Entire home/apt,250,5,0,,,1,0,0,
i3648,Entire home/apt,125,2,20,9/9/2023,0.32,5,59,6,
i3649,Entire home/apt,280,5,1,10/22/2021,0.04,1,0,0,
i3650,Private room,75,1,1,3/13/2018,0.01,1,0,0,
i3651,Entire home/apt,50,1,3,3/14/2018,0.04,1,0,0,
i3652,Entire home/apt,115,2,0,,,1,0,0,
i3653,Private room,73,2,4,9/19/2022,0.16,2,0,1,
i3654,Entire home/apt,450,2,1,3/15/2018,0.01,1,0,0,
i3655,Shared room,85,1,1,3/13/2018,0.01,1,0,0,
i3656,Entire home/apt,199,1,5,5/19/2018,0.07,1,0,0,
i3657,Entire home/apt,750,4,0,,,1,0,0,
i3658,Entire home/apt,105,2,145,9/4/2023,2.17,1,160,26,
i3659,Private room,210,1,1,3/11/2018,0.01,1,0,0,
i3660,Entire home/apt,167,1,302,7/18/2023,4.59,1,333,22,
i3661,Entire home/apt,200,7,0,,,1,0,0,
i3662,Entire home/apt,1200,1,0,,,1,0,0,
i3663,Private room,95,1,3,11/22/2018,0.04,1,0,0,
i3664,Private room,90,2,0,,,1,0,0,
i3665,Entire home/apt,100,1,1,3/11/2018,0.01,1,0,0,
i3666,Entire home/apt,145,2,37,3/20/2023,0.67,2,179,2,
i3667,Entire home/apt,149,2,27,8/18/2023,0.4,31,81,2,
i3668,Entire home/apt,249,2,1,3/18/2018,0.01,1,0,0,
i3669,Entire home/apt,150,1,10,4/29/2018,0.15,1,0,0,
i3670,Entire home/apt,450,1,0,,,1,0,0,
i3671,Entire home/apt,275,1,1,3/11/2018,0.01,1,0,0,
i3672,Private room,59,1,76,3/15/2020,1.14,1,0,0,
i3673,Private room,175,1,0,,,1,0,0,
i3674,Private room,70,1,1,3/18/2018,0.01,1,0,0,
i3675,Private room,125,2,1,10/23/2018,0.02,1,0,0,
i3676,Entire home/apt,141,1,33,6/5/2023,0.5,43,364,7,
i3677,Private room,80,1,0,,,2,0,0,
i3678,Entire home/apt,600,2,169,8/20/2023,2.57,2,239,17,
i3679,Private room,86,1,2,3/15/2018,0.03,1,0,0,
i3680,Entire home/apt,182,1,55,9/4/2023,0.82,1,240,10,
i3681,Entire home/apt,131,2,40,10/16/2022,0.6,1,0,1,
i3682,Shared room,50,1,0,,,1,0,0,
i3683,Private room,38,1,40,9/3/2023,0.68,3,21,11,
i3684,Entire home/apt,99,2,85,6/21/2021,1.27,2,0,0,
i3685,Entire home/apt,200,2,0,,,1,0,0,
i3686,Private room,250,2,1,4/4/2018,0.02,1,363,0,
i3687,Private room,25,1,11,3/16/2020,0.24,2,0,0,
i3688,Entire home/apt,102,2,214,7/30/2023,3.32,1,188,23,
i3689,Private room,175,1,1,3/15/2018,0.01,2,0,0,
i3690,Entire home/apt,90,1,6,7/7/2019,0.1,1,0,0,
i3691,Private room,110,1,0,,,2,0,0,
i3692,Entire home/apt,140,2,5,3/24/2019,0.08,1,119,0,
i3693,Entire home/apt,209,3,4,10/7/2019,0.07,3,0,0,
i3694,Private room,56,2,133,8/15/2023,2.02,6,216,30,
i3695,Entire home/apt,100,1,2,4/15/2018,0.03,1,0,0,
i3696,Entire home/apt,101,28,130,3/24/2020,2.01,1,313,0,
i3697,Entire home/apt,135,30,29,8/7/2023,0.45,43,312,4,
i3698,Entire home/apt,82,1,9,3/16/2019,0.13,1,0,0,
i3699,Entire home/apt,229,1,427,9/6/2023,6.56,22,343,85,
i3700,Entire home/apt,412,2,136,4/2/2023,2.07,78,327,10,
i3701,Private room,2450,76,0,,,1,0,0,
i3702,Shared room,20,1,3,10/26/2018,0.05,2,0,0,
i3703,Entire home/apt,116,2,36,8/13/2023,0.54,1,59,25,
i3704,Entire home/apt,304,1,28,5/26/2023,0.43,1,69,8,
i3705,Entire home/apt,117,3,117,8/31/2023,1.78,5,50,8,
i3706,Entire home/apt,78,5,80,8/5/2023,1.38,3,79,16,
i3707,Entire home/apt,239,2,31,6/25/2023,0.57,24,178,1,
i3708,Entire home/apt,211,2,22,7/16/2023,0.35,24,178,1,
i3709,Entire home/apt,2429,2,21,8/27/2023,0.33,3,352,8,
i3710,Entire home/apt,90,2,28,7/21/2019,0.42,1,0,0,
i3711,Entire home/apt,105,30,2,4/30/2022,0.07,2,358,0,
i3712,Entire home/apt,295,2,20,7/24/2023,1.08,1,8,7,
i3713,Entire home/apt,175,2,8,11/18/2018,0.12,1,0,0,
i3714,Entire home/apt,158,2,5,8/20/2023,0.65,1,361,5,
i3715,Entire home/apt,300,2,14,1/2/2022,0.22,18,348,0,
i3716,Entire home/apt,78,2,33,3/1/2020,0.66,1,0,0,
i3717,Entire home/apt,186,3,117,9/4/2023,1.85,1,22,8,
i3718,Entire home/apt,192,2,31,6/25/2023,0.47,5,76,2,
i3719,Entire home/apt,575,6,3,7/20/2023,0.11,1,52,1,
i3720,Private room,190,1,1,4/22/2018,0.02,3,364,0,
i3721,Private room,190,2,1,10/23/2022,0.09,3,364,1,
i3722,Entire home/apt,753,3,2,10/24/2022,0.12,1,255,1,
i3723,Entire home/apt,128,1,210,8/27/2023,3.25,1,156,25,
i3724,Entire home/apt,192,2,9,2/13/2020,0.14,8,23,0,
i3725,Entire home/apt,235,30,44,7/29/2023,0.67,1,222,10,
i3726,Entire home/apt,78,2,217,9/3/2023,3.28,1,72,26,
i3727,Entire home/apt,80,30,3,6/7/2023,0.51,1,313,3,
i3728,Entire home/apt,99,1,217,8/1/2023,3.32,28,32,22,
i3729,Entire home/apt,102,1,170,7/28/2023,2.56,28,51,19,
i3730,Entire home/apt,243,1,66,7/29/2023,1.01,1,359,14,
i3731,Entire home/apt,162,1124,56,3/16/2023,0.86,1,88,4,
i3732,Entire home/apt,126,2,106,6/26/2023,1.6,10,8,9,
i3733,Private room,48,1,14,3/15/2019,0.21,1,0,0,
i3734,Private room,50,1,0,,,1,0,0,
i3735,Entire home/apt,230,2,1,5/1/2018,0.02,1,0,0,
i3736,Entire home/apt,160,29,0,,,1,161,0,
i3737,Private room,41,1,311,9/1/2023,4.77,2,311,55,
i3738,Entire home/apt,995,3,3,9/3/2018,0.05,1,0,0,
i3739,Entire home/apt,275,3,15,10/13/2019,0.23,1,0,0,
i3740,Entire home/apt,2500,7,14,4/30/2023,0.21,1,350,2,
i3741,Entire home/apt,671,2,4,8/20/2023,0.26,1,357,3,
i3742,Private room,39,1,0,,,1,0,0,
i3743,Private room,400,3,0,,,2,0,0,
i3744,Entire home/apt,50,2,7,10/7/2018,0.11,1,0,0,
i3745,Entire home/apt,175,2,143,9/4/2023,2.2,32,229,29,
i3746,Entire home/apt,135,2,8,10/22/2018,0.12,1,0,0,
i3747,Entire home/apt,150,1,3,6/3/2018,0.05,1,0,0,
i3748,Private room,45,30,5,8/29/2023,0.08,89,254,1,
i3749,Private room,65,1,0,,,1,81,0,
i3750,Private room,25,45,0,,,1,0,0,
i3751,Entire home/apt,79,1,1,5/13/2018,0.02,1,0,0,
i3752,Entire home/apt,106,2,4,11/5/2019,0.06,1,0,0,
i3753,Entire home/apt,134,1,18,8/27/2023,3.02,1,0,18,
i3754,Private room,75,1,0,,,1,0,0,
i3755,Private room,65,1,150,8/31/2023,2.31,1,56,21,
i3756,Entire home/apt,169,1,12,11/17/2019,0.19,2,0,0,
i3757,Entire home/apt,67,30,124,7/30/2023,1.89,1,181,3,
i3758,Entire home/apt,110,60,0,,,1,173,0,
i3759,Entire home/apt,609,2,123,5/29/2023,1.92,1,161,13,
i3760,Private room,41,1,4,7/15/2018,0.06,1,0,0,
i3761,Private room,90,2,1,10/10/2022,0.09,2,0,1,
i3762,Private room,31,30,3,2/11/2019,0.05,2,0,0,
i3763,Private room,36,1,264,8/6/2023,4.03,2,299,60,
i3764,Entire home/apt,229,1,13,3/12/2023,0.2,1,0,1,
i3765,Private room,199,2,0,,,3,0,0,
i3766,Private room,350,2,27,3/5/2023,0.43,3,0,1,
i3767,Entire home/apt,139,2,47,2/26/2023,0.73,1,12,5,
i3768,Entire home/apt,206,3,93,8/3/2023,1.43,1,142,18,
i3769,Entire home/apt,5000,2,111,5/8/2023,2.2,2,5,13,
i3770,Entire home/apt,92,1,14,8/4/2018,0.21,1,0,0,
i3771,Entire home/apt,172,2,313,8/20/2023,4.79,2,137,60,
i3772,Entire home/apt,170,3,49,3/12/2020,0.75,1,0,0,
i3773,Entire home/apt,456,2,30,7/8/2023,0.59,1,296,3,
i3774,Entire home/apt,100,2,3,6/23/2018,0.05,1,0,0,
i3775,Entire home/apt,189,2,259,8/14/2023,4.03,2,101,31,
i3776,Entire home/apt,179,3,87,7/9/2023,1.34,10,7,6,
i3777,Entire home/apt,60,3,1,5/24/2018,0.02,1,0,0,
i3778,Entire home/apt,150,2,23,10/22/2022,0.35,1,0,4,
i3779,Private room,36,1,155,11/21/2019,2.41,3,0,0,
i3780,Entire home/apt,66,2,19,9/2/2018,0.29,2,0,0,
i3781,Entire home/apt,154,2,5,11/17/2022,0.09,24,332,1,
i3782,Shared room,25,1,5,9/1/2018,0.08,1,0,0,
i3783,Entire home/apt,693,3,2,8/22/2021,0.04,24,330,0,
i3784,Entire home/apt,196,2,76,9/4/2023,1.26,1,83,26,
i3785,Entire home/apt,115,1,140,4/16/2023,2.15,15,248,6,
i3786,Entire home/apt,45,3,17,1/23/2019,0.26,1,0,0,
i3787,Entire home/apt,125,2,36,4/29/2023,0.64,1,0,4,
i3788,Entire home/apt,173,2,0,,,1,0,0,
i3789,Private room,50,5,25,4/1/2019,0.39,3,0,0,
i3790,Entire home/apt,156,2,441,9/4/2023,6.8,3,128,68,
i3791,Private room,143,1,5,11/2/2019,0.08,9,316,0,
i3792,Private room,127,1,67,4/14/2019,1.04,1,90,0,
i3793,Entire home/apt,97,1,202,6/2/2023,3.11,28,79,24,
i3794,Private room,42,1,18,2/23/2020,0.28,1,0,0,
i3795,Entire home/apt,386,3,19,4/16/2023,0.34,1,160,1,
i3796,Entire home/apt,92,1,248,8/28/2023,3.82,1,81,38,
i3797,Private room,30,1,1,5/18/2018,0.02,1,0,0,
i3798,Entire home/apt,92,20,70,8/24/2023,1.11,2,345,7,
i3799,Private room,39,1,46,8/13/2023,0.71,6,158,2,
i3800,Entire home/apt,91,2,47,4/19/2023,1.01,1,100,1,
i3801,Entire home/apt,300,3,35,5/27/2023,0.54,1,289,9,
i3802,Private room,124,1,27,4/16/2023,0.42,2,90,1,
i3803,Entire home/apt,149,29,0,,,2,109,0,
i3804,Private room,29,1,55,8/28/2023,0.85,6,77,2,
i3805,Entire home/apt,651,2,119,7/3/2023,1.86,1,338,11,
i3806,Private room,49,1,4,10/24/2018,0.06,2,0,0,
i3807,Entire home/apt,200,3,4,10/14/2018,0.06,1,0,0,
i3808,Entire home/apt,183,5,78,7/25/2023,1.26,1,0,18,
i3809,Entire home/apt,148,1,4,6/3/2018,0.06,1,0,0,
i3810,Entire home/apt,156,2,39,8/16/2023,1.7,15,350,10,
i3811,Entire home/apt,133,2,49,8/13/2023,0.77,1,20,1,
i3812,Entire home/apt,114,2,182,7/9/2023,3.04,1,320,28,
i3813,Entire home/apt,150,1,11,6/12/2019,0.18,1,0,0,
i3814,Entire home/apt,143,1,110,8/20/2023,1.81,5,56,22,
i3815,Private room,50,1,1,5/23/2018,0.02,1,0,0,
i3816,Private room,234,2,1,7/22/2018,0.02,3,0,0,
i3817,Entire home/apt,177,3,39,9/3/2023,3.21,1,0,39,
i3818,Entire home/apt,55,2,6,10/15/2018,0.09,1,0,0,
i3819,Entire home/apt,201,2,84,8/6/2023,1.59,2,25,28,
i3820,Entire home/apt,200,2,2,10/14/2019,0.04,1,0,0,
i3821,Entire home/apt,135,2,218,9/4/2023,3.41,1,38,43,
i3822,Entire home/apt,120,3,0,,,1,0,0,
i3823,Entire home/apt,130,2,22,3/13/2023,0.39,2,0,1,
i3824,Entire home/apt,1235,1,60,4/29/2023,0.94,47,0,1,
i3825,Entire home/apt,89,3,2,9/3/2018,0.03,1,0,0,
i3826,Private room,35,1,14,10/24/2018,0.22,1,0,0,
i3827,Entire home/apt,140,2,3,10/22/2018,0.05,1,0,0,
i3828,Entire home/apt,73,1,184,7/24/2023,2.86,28,76,27,
i3829,Entire home/apt,249,30,3,8/14/2022,0.09,2,195,0,
i3830,Entire home/apt,146,2,162,6/11/2023,2.53,2,351,26,
i3831,Entire home/apt,57,7,0,,,1,0,0,
i3832,Entire home/apt,235,2,23,4/17/2023,0.36,1,147,2,
i3833,Entire home/apt,250,3,21,3/18/2023,0.33,2,57,3,
i3834,Private room,39,3,146,1/24/2022,2.44,1,0,0,
i3835,Entire home/apt,600,2,124,5/27/2023,1.97,1,336,9,
i3836,Private room,45,1,17,10/21/2018,0.27,1,0,0,
i3837,Entire home/apt,642,5,6,1/9/2021,0.1,24,361,0,
i3838,Entire home/apt,74,4,0,,,1,0,0,
i3839,Entire home/apt,150,30,172,9/2/2023,2.7,1,242,11,
i3840,Entire home/apt,169,2,83,4/28/2022,1.36,1,0,0,
i3841,Private room,35,21,6,2/14/2019,0.09,1,0,0,
i3842,Entire home/apt,39,2,10,8/5/2018,0.16,2,0,0,
i3843,Entire home/apt,161,1,23,9/4/2023,1.89,2,327,23,
i3844,Entire home/apt,180,1,1,6/10/2018,0.02,1,0,0,
i3845,Private room,40,1,6,11/26/2018,0.1,1,0,0,
i3846,Entire home/apt,79,2,18,10/13/2019,0.28,1,0,0,
i3847,Private room,35,1,118,11/15/2019,1.85,3,0,0,
i3848,Entire home/apt,200,2,124,5/29/2023,1.98,1,0,9,
i3849,Entire home/apt,114,1,214,9/4/2023,3.35,7,20,24,
i3850,Entire home/apt,226,2,112,8/28/2023,1.76,2,324,19,
i3851,Entire home/apt,350,1,8,2/11/2019,0.13,1,0,0,
i3852,Entire home/apt,600,1,92,3/19/2023,1.45,8,18,1,
i3853,Private room,50,1,1,9/29/2018,0.02,1,0,0,
i3854,Private room,80,2,15,6/2/2020,0.24,2,0,0,
i3855,Entire home/apt,209,2,13,3/5/2023,0.25,21,352,2,
i3856,Entire home/apt,50,30,105,8/6/2023,1.66,7,299,6,
i3857,Entire home/apt,336,3,128,8/13/2023,2.07,20,171,19,
i3858,Entire home/apt,120,28,84,7/15/2022,1.33,1,0,0,
i3859,Entire home/apt,82,2,102,9/8/2023,1.72,2,157,40,
i3860,Entire home/apt,250,2,72,8/1/2021,1.13,1,0,0,
i3861,Entire home/apt,289,1,34,9/27/2020,0.55,2,98,0,
i3862,Entire home/apt,139,2,14,6/30/2019,0.22,3,0,0,
i3863,Entire home/apt,10000,1,0,,,1,364,0,
i3864,Entire home/apt,164,10,2,10/21/2018,0.03,1,158,0,
i3865,Entire home/apt,831,2,102,9/4/2023,1.73,1,325,20,
i3866,Entire home/apt,129,2,40,9/3/2023,0.65,4,335,8,
i3867,Private room,54,1,474,8/23/2023,7.49,1,313,106,
i3868,Entire home/apt,129,2,31,12/17/2019,0.52,1,0,0,
i3869,Entire home/apt,95,1,20,10/29/2018,0.31,1,0,0,
i3870,Entire home/apt,693,3,15,7/5/2023,0.27,24,359,6,
i3871,Entire home/apt,177,3,138,9/5/2023,2.47,1,144,18,
i3872,Entire home/apt,686,2,1,6/7/2020,0.03,43,364,0,
i3873,Entire home/apt,104,1,297,8/13/2023,4.69,4,66,72,
i3874,Entire home/apt,475,2,100,7/31/2023,1.61,31,236,11,
i3875,Entire home/apt,350,1,58,5/7/2023,1.24,1,166,7,
i3876,Entire home/apt,390,2,96,8/14/2023,1.53,15,352,11,
i3877,Private room,36,1,91,11/17/2019,1.44,3,0,0,
i3878,Entire home/apt,104,1,289,9/1/2023,4.58,25,334,61,
i3879,Private room,55,2,123,8/24/2023,2,1,132,24,
i3880,Entire home/apt,140,2,158,10/24/2022,2.52,2,0,7,
i3881,Private room,44,1,17,4/1/2022,0.83,1,0,0,
i3882,Entire home/apt,146,1,512,8/29/2023,8.15,3,277,56,
i3883,Entire home/apt,191,2,9,4/30/2023,0.15,1,155,1,
i3884,Entire home/apt,199,2,230,3/8/2020,3.63,9,0,0,
i3885,Entire home/apt,286,2,99,9/4/2023,1.66,1,310,9,
i3886,Entire home/apt,283,2,67,5/29/2023,1.24,3,335,16,
i3887,Entire home/apt,386,1,208,7/31/2023,3.39,1,297,43,
i3888,Entire home/apt,90,2,98,11/29/2020,1.55,1,0,0,
i3889,Entire home/apt,99,1,4,8/12/2018,0.06,1,0,0,
i3890,Entire home/apt,89,14,10,8/19/2023,0.16,3,27,1,
i3891,Entire home/apt,85,2,193,9/5/2023,3.06,22,62,27,
i3892,Entire home/apt,511,2,43,8/27/2023,0.71,31,321,10,
i3893,Entire home/apt,130,30,7,1/19/2020,0.11,1,313,0,
i3894,Entire home/apt,492,2,81,9/4/2023,1.29,1,168,25,
i3895,Entire home/apt,250,1,2,8/5/2018,0.03,1,0,0,
i3896,Entire home/apt,300,2,51,6/4/2023,0.84,1,0,10,
