id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
6749,28,9/4/23,1.05,12
6750,8,5/30/23,0.29,5
6751,23,7/2/23,0.81,5
6752,23,7/9/23,0.81,11
6753,25,11/28/21,0.9,0
6754,100,8/17/23,3.48,48
6755,107,9/7/23,3.84,26
6756,6,10/24/22,0.22,1
6757,31,8/22/23,1.44,17
6758,3,7/29/23,0.22,2
6759,26,6/12/22,0.92,0
6760,131,9/9/23,4.75,80
6761,15,7/18/21,0.53,0
6762,57,8/6/23,2.01,18
6763,0,,,0
6764,22,9/18/22,0.8,1
6765,119,8/6/23,4.47,45
6766,9,5/12/23,0.38,2
6767,53,4/1/23,1.99,23
6768,2,4/8/22,0.07,0
6769,10,4/16/23,0.36,3
6770,6,7/11/21,0.21,0
6771,0,,,0
6772,3,7/4/23,0.27,3
6773,124,7/23/23,4.42,18
6774,4,7/1/23,1.6,4
6775,22,8/6/23,0.79,9
6776,23,8/14/22,0.81,0
6777,98,9/8/23,3.73,39
6778,10,12/29/21,0.37,0
6779,91,9/4/23,3.22,35
6780,34,7/30/23,1.27,9
6781,5,10/24/21,0.18,0
6782,91,8/16/23,3.3,38
6783,38,7/16/23,1.33,10
6784,0,,,0
6785,34,8/27/23,1.25,17
6786,77,7/28/23,2.7,28
6787,29,6/25/23,1.05,2
6788,53,8/23/23,1.88,18
6789,32,7/24/23,1.13,9
6790,37,8/11/23,2.37,21
6791,0,,,0
6792,16,4/30/23,0.62,6
6793,14,6/4/23,0.8,6
6794,61,9/3/23,2.53,30
6795,6,3/25/22,0.21,0
6796,104,6/27/23,3.7,22
6797,5,11/5/22,0.19,1
6798,67,7/18/23,2.36,22
6799,5,4/30/23,0.19,3
6800,98,8/18/23,3.55,27
6801,20,9/4/23,2.96,20
6802,39,8/22/23,1.44,19
6803,32,8/7/23,1.13,4
6804,7,12/27/22,0.29,2
6805,18,8/19/23,0.73,11
6806,74,7/30/23,2.64,29
6807,1,7/1/21,0.04,0
6808,77,7/20/23,2.76,36
6809,9,10/25/22,0.33,1
6810,12,9/3/23,0.43,7
6811,0,,,0
6812,0,,,0
6813,3,10/24/21,0.11,0
6814,16,6/30/23,1.14,15
6815,36,5/8/23,1.32,14
6816,80,8/27/23,2.88,23
6817,9,3/26/22,0.33,0
6818,4,7/30/23,0.15,1
6819,32,5/19/23,1.14,6
6820,23,3/18/23,0.89,6
6821,13,3/15/23,0.46,2
6822,129,9/4/23,4.76,60
6823,23,9/4/23,1.27,20
6824,0,,,0
6825,134,8/21/23,4.77,48
6826,12,9/6/21,0.44,0
6827,24,8/28/23,0.88,13
6828,37,8/2/23,2.37,25
6829,180,9/9/23,6.38,69
6830,0,,,0
6831,140,9/2/23,4.99,62
6832,0,,,0
6833,25,8/18/23,0.9,8
6834,14,8/31/23,0.5,4
6835,4,8/31/23,0.14,2
6836,0,,,0
6837,1,6/12/21,0.04,0
6838,51,9/5/23,2.23,48
6839,2,9/18/21,0.08,0
6840,13,6/25/23,0.47,7
6841,6,9/7/21,0.22,0
6842,0,,,0
6843,0,,,0
6844,0,,,0
6845,20,5/14/23,0.79,2
6846,68,7/31/23,2.45,50
6847,48,8/8/23,1.97,25
6848,36,11/8/22,1.32,4
6849,0,,,0
6850,30,11/7/22,1.17,2
6851,61,7/30/23,2.18,16
6852,52,5/7/23,1.87,3
6853,49,4/30/23,1.79,11
6854,15,8/17/23,0.9,11
6855,10,7/31/22,0.4,0
6856,6,7/31/23,0.29,4
6857,121,9/5/23,4.57,37
6858,93,9/3/23,3.35,33
6859,21,9/1/23,0.8,13
6860,1,7/24/21,0.04,0
6861,3,8/1/22,0.13,0
6862,1,10/3/21,0.04,0
6863,11,3/15/22,0.43,0
6864,18,4/30/23,0.66,4
6865,27,2/15/22,0.99,0
6866,1,8/16/21,0.04,0
6867,0,,,0
6868,0,,,0
6869,21,3/31/23,0.76,9
6870,5,10/25/21,0.19,0
6871,5,8/24/22,0.19,0
6872,0,,,0
6873,0,,,0
6874,11,8/25/23,0.65,8
6875,27,5/5/22,0.97,0
6876,14,8/6/23,0.51,5
6877,0,,,0
6878,58,8/24/23,2.24,16
6879,101,9/4/23,3.8,31
6880,5,7/9/23,0.18,2
6881,0,,,0
6882,0,,,0
6883,17,5/28/23,0.72,7
6884,0,,,0
6885,9,6/15/23,0.37,5
6886,202,9/4/23,7.27,73
6887,8,3/19/23,0.31,4
6888,20,10/24/22,0.72,1
6889,3,8/28/21,0.11,0
6890,5,4/30/23,0.2,3
6891,4,2/20/23,0.14,2
6892,22,3/13/23,0.8,3
6893,0,,,0
6894,17,8/21/23,0.61,7
6895,69,8/5/23,2.48,18
6896,139,9/4/23,5.1,59
6897,0,,,0
6898,9,7/30/23,0.33,5
6899,0,,,0
6900,6,1/7/23,0.22,1
6901,0,,,0
6902,5,10/25/21,0.2,0
6903,0,,,0
6904,1,10/9/21,0.04,0
6905,21,7/30/23,0.76,6
6906,14,8/25/23,0.53,8
6907,9,8/6/23,0.34,3
6908,18,5/29/23,0.66,7
6909,77,7/30/23,2.77,32
6910,127,7/22/23,4.61,64
6911,5,3/30/23,0.19,1
6912,36,8/12/23,2.04,35
6913,0,,,0
6914,1,5/30/21,0.04,0
6915,23,7/23/23,0.96,4
6916,0,,,0
6917,0,,,0
6918,18,3/13/22,0.71,0
6919,47,6/10/22,1.71,0
6920,2,4/16/23,0.4,2
6921,129,8/22/23,5.2,53
6922,42,8/8/23,1.74,35
6923,0,,,0
6924,6,5/6/23,0.23,2
6925,135,8/19/23,4.87,56
6926,9,10/25/21,0.33,0
6927,34,1/11/23,1.25,5
6928,11,7/15/23,0.4,5
6929,30,8/21/22,1.1,0
6930,56,9/4/23,2.08,25
6931,6,4/29/23,0.22,2
6932,1,10/4/21,0.04,0
6933,3,2/20/23,0.11,1
6934,4,3/19/23,0.3,3
6935,7,11/14/21,0.26,0
6936,126,9/3/23,4.54,39
6937,0,,,0
6938,72,8/8/23,2.6,33
6939,9,8/13/23,0.36,5
6940,77,8/20/23,2.82,27
6941,17,4/17/23,0.67,3
6942,20,9/4/23,2.71,20
6943,76,7/17/23,2.78,21
6944,49,9/8/23,1.81,21
6945,86,9/3/23,3.19,44
6946,66,7/31/23,2.42,29
6947,3,3/20/22,0.13,0
6948,1,4/17/23,0.2,1
6949,12,8/11/23,0.49,8
6950,98,8/14/23,3.68,34
6951,8,10/25/22,0.3,1
6952,0,,,0
6953,24,3/26/23,0.9,7
6954,228,8/30/23,8.39,106
6955,45,8/21/23,1.66,13
6956,136,8/20/23,4.93,60
6957,17,4/30/23,0.68,5
6958,36,8/25/23,1.34,16
6959,55,8/28/23,2.22,30
6960,3,7/30/23,1.15,3
6961,40,7/31/23,1.54,10
6962,10,8/19/23,0.37,2
6963,17,8/7/23,0.62,5
6964,2,1/2/23,0.09,1
6965,115,9/4/23,4.88,54
6966,155,8/31/23,6.36,74
6967,98,8/18/23,3.7,11
6968,3,9/30/22,0.12,1
6969,87,8/14/23,3.26,27
6970,89,8/6/23,3.37,29
6971,33,8/9/23,1.21,4
6972,48,12/12/22,1.75,9
6973,40,8/31/23,1.63,20
6974,11,6/30/23,0.41,2
6975,26,9/4/23,1.01,6
6976,2,10/24/22,0.08,1
6977,0,,,0
6978,108,8/28/23,4.68,60
6979,45,7/29/23,1.91,18
6980,2,7/24/23,0.19,2
6981,42,9/4/23,1.61,13
6982,41,7/27/23,1.51,15
6983,2,7/18/23,0.59,2
6984,11,8/15/23,0.46,7
6985,17,9/4/23,0.63,4
6986,120,9/6/23,4.47,54
6987,7,10/24/22,0.27,1
6988,52,9/5/23,4.43,52
6989,2,4/30/23,0.43,2
6990,14,6/25/22,0.52,0
6991,7,6/14/22,0.26,0
6992,6,10/5/22,0.27,1
6993,4,10/23/22,0.19,2
6994,39,8/17/23,1.44,16
6995,11,8/4/23,0.72,6
6996,7,4/16/23,0.37,1
6997,34,7/31/23,1.27,11
6998,11,7/15/23,0.41,5
6999,39,5/7/23,1.44,4
7000,5,7/17/22,0.19,0
7001,1,11/15/21,0.05,0
7002,36,8/9/23,1.47,13
7003,13,5/17/23,0.52,6
7004,2,7/11/21,0.08,0
7005,2,7/7/22,0.13,0
7006,13,8/7/23,0.51,3
7007,117,9/4/23,4.32,37
7008,1,11/20/21,0.05,0
7009,7,7/1/23,0.27,1
7010,44,5/3/23,1.66,8
7011,19,8/28/23,0.83,9
7012,7,4/15/23,0.26,1
7013,173,9/7/23,7.69,82
7014,99,8/6/23,4.58,40
7015,112,7/27/23,4.88,45
7016,114,8/15/23,4.99,34
7017,110,9/3/23,4.8,52
7018,88,8/21/23,3.84,15
7019,122,8/18/23,4.51,47
7020,133,8/26/23,4.91,53
7021,9,5/2/23,0.51,8
7022,67,8/13/23,2.89,21
7023,62,8/20/23,2.31,31
7024,40,7/27/23,1.48,17
7025,11,7/31/23,0.42,7
7026,75,8/23/23,2.77,19
7027,71,8/19/23,3.1,38
7028,1,7/21/21,0.04,0
7029,32,10/26/22,1.23,1
7030,42,4/27/23,1.76,20
7031,58,8/20/23,2.2,32
7032,8,6/13/23,0.94,8
7033,115,8/11/23,4.28,50
7034,69,9/4/23,2.63,16
7035,23,9/4/23,0.9,7
7036,25,5/15/23,1.03,9
7037,53,8/26/23,2.03,20
7038,15,6/18/23,0.64,6
7039,21,6/21/23,0.89,10
7040,6,8/25/23,0.35,4
7041,51,8/26/23,3.41,45
7042,1,10/25/21,0.04,0
7043,27,5/7/23,1,10
7044,94,8/26/23,3.49,46
7045,0,,,0
7046,0,,,0
7047,45,6/11/23,1.78,12
7048,55,9/4/23,2.17,23
7049,1,5/6/22,0.06,0
7050,35,8/6/23,1.38,12
7051,24,7/2/23,1.29,12
7052,2,10/10/21,0.07,0
7053,12,8/10/23,0.53,6
7054,37,9/4/23,1.4,10
7055,70,9/6/23,2.61,28
7056,10,7/30/23,0.39,1
7057,0,,,0
7058,1,4/13/23,0.2,1
7059,7,12/12/21,0.29,0
7060,6,3/1/23,0.27,2
7061,18,5/6/23,0.99,9
7062,24,12/31/22,0.94,2
7063,17,5/8/23,0.79,8
7064,95,8/11/23,3.57,28
7065,0,,,0
7066,9,2/20/22,0.34,0
7067,60,8/1/23,2.85,29
7068,26,9/4/23,0.98,11
7069,85,6/13/23,3.37,23
7070,31,8/6/23,1.22,9
7071,89,9/5/23,3.81,49
7072,11,8/6/23,0.54,6
7073,0,,,0
7074,182,8/31/23,6.76,70
7075,5,11/2/22,0.19,1
7076,0,,,0
7077,0,,,0
7078,66,8/20/23,2.5,19
7079,56,8/14/23,2.11,12
7080,84,8/6/23,3.94,47
7081,26,7/2/23,0.97,7
7082,3,5/14/23,0.12,2
7083,10,3/19/23,0.39,1
7084,58,10/24/22,2.19,2
7085,12,7/26/23,0.45,5
7086,7,3/13/22,0.26,0
7087,27,4/22/23,1.01,8
7088,16,4/16/23,0.61,4
7089,9,5/21/23,0.37,5
7090,3,9/26/21,0.11,0
7091,26,5/21/23,1.08,10
7092,171,9/3/23,6.69,72
7093,8,1/6/22,0.32,0
7094,87,7/5/23,3.32,32
7095,5,9/19/21,0.2,0
7096,39,3/19/23,1.52,7
7097,32,7/22/23,1.21,8
7098,62,9/4/23,2.46,44
7099,29,11/2/22,1.14,5
7100,67,8/20/23,2.61,29
7101,20,7/5/22,0.87,0
7102,58,1/16/23,2.18,7
7103,3,7/31/22,0.13,0
7104,20,7/25/23,0.9,7
7105,103,8/28/23,3.86,38
7106,0,,,0
7107,0,,,0
7108,14,11/13/22,0.53,3
7109,13,11/13/22,0.49,2
7110,91,9/2/23,3.45,36
7111,99,8/27/23,3.75,37
7112,1,8/31/22,0.08,0
7113,42,8/29/23,1.57,12
7114,43,5/29/23,1.61,6
7115,50,7/28/23,1.92,22
7116,54,6/6/23,2.13,22
7117,32,7/15/23,1.2,19
7118,22,9/2/23,0.86,11
7119,57,5/15/23,2.22,13
7120,28,6/18/23,1.46,12
7121,4,10/30/22,0.25,3
7122,0,,,0
7123,31,3/19/23,1.29,13
7124,1,10/4/21,0.04,0
7125,12,9/4/23,0.46,8
7126,169,9/1/23,6.35,66
7127,188,9/8/23,7.12,85
7128,72,8/7/23,2.75,26
7129,35,7/23/23,1.43,17
7130,73,8/27/23,2.75,32
7131,82,9/1/23,3.09,42
7132,23,11/5/21,0.91,0
7133,1,10/16/22,0.09,1
7134,13,1/17/23,0.51,9
7135,122,8/27/23,4.62,50
7136,21,8/16/23,0.81,10
7137,4,3/23/23,0.17,2
7138,3,5/1/23,0.24,2
7139,0,,,0
7140,100,2/20/23,3.78,19
7141,1,7/18/21,0.04,0
7142,0,,,0
7143,64,7/23/23,2.51,27
7144,9,10/23/22,0.35,1
7145,12,10/24/22,0.49,2
7146,65,7/12/23,2.46,21
7147,60,8/10/23,2.4,22
7148,43,4/17/23,2.35,17
7149,22,5/15/23,1.02,11
7150,52,4/7/23,2,6
7151,9,4/16/23,0.39,6
7152,6,3/10/23,0.25,3
7153,24,8/27/23,3.32,24
7154,6,5/7/23,0.49,5
7155,14,8/18/23,0.9,13
7156,13,8/17/23,1.43,13
7157,0,,,0
7158,61,8/24/23,2.33,26
7159,0,,,0
7160,33,5/30/23,1.39,15
7161,3,5/21/22,0.13,0
7162,0,,,0
7163,2,10/24/22,0.09,1
7164,115,7/15/23,4.6,35
7165,40,6/8/23,1.53,18
7166,85,8/6/23,3.22,27
7167,2,7/28/23,0.7,2
7168,6,8/3/23,1.37,6
7169,1,5/18/23,0.26,1
7170,18,9/4/23,1.18,16
7171,10,9/4/23,1.1,10
7172,13,8/26/23,0.56,8
7173,53,7/31/23,2.01,15
7174,32,9/4/23,1.34,30
7175,2,1/31/22,0.08,0
7176,4,8/13/23,1.5,4
7177,16,7/1/23,0.91,14
7178,10,9/6/23,1.01,10
7179,9,8/14/23,1.06,9
7180,1,2/6/23,0.14,1
7181,2,10/19/22,0.08,1
7182,15,8/28/23,1.02,12
7183,0,,,0
7184,8,3/15/23,0.34,1
7185,8,8/31/23,0.96,8
7186,1,11/20/22,0.1,1
7187,2,1/18/23,0.22,2
7188,0,,,0
7189,3,7/30/21,0.11,0
7190,0,,,0
7191,1,6/30/23,0.41,1
7192,2,6/24/23,0.22,2
7193,59,8/28/23,2.25,27
7194,22,4/2/23,0.86,7
7195,65,8/14/23,2.53,40
7196,33,7/17/23,1.27,15
7197,9,7/4/23,0.53,6
7198,26,6/19/23,1.07,9
7199,76,7/23/23,2.94,30
7200,45,8/5/23,2.07,16
7201,78,8/14/23,2.97,29
7202,0,,,0
7203,8,6/11/23,0.33,4
7204,1,8/29/21,0.04,0
7205,67,9/4/23,2.58,26
7206,8,6/16/23,0.35,4
7207,11,5/7/23,0.42,2
7208,30,9/6/22,1.15,0
7209,20,5/14/23,0.89,8
7210,43,8/26/23,1.8,16
7211,10,10/27/21,0.38,0
7212,3,8/15/21,0.12,0
7213,25,8/14/22,1.01,0
7214,3,10/17/21,0.12,0
7215,1,4/19/22,0.06,0
7216,38,7/24/23,2.16,13
7217,79,9/3/23,3.06,39
7218,10,7/30/23,0.44,5
7219,5,10/9/21,0.19,0
7220,1,5/2/22,0.06,0
7221,1,7/3/22,0.07,0
7222,1,10/31/21,0.04,0
7223,1,11/30/21,0.05,0
7224,3,5/26/23,0.13,1
7225,0,,,0
7226,110,8/25/23,4.53,59
7227,4,3/18/22,0.16,0
7228,0,,,0
7229,5,10/24/22,0.21,1
7230,1,10/3/21,0.04,0
7231,36,5/15/23,1.38,11
7232,4,4/17/23,0.19,2
7233,10,3/20/22,0.39,0
7234,8,7/31/22,0.48,0
7235,28,3/20/23,1.22,9
7236,74,9/3/23,2.85,28
7237,15,7/18/23,0.68,5
7238,7,5/7/23,0.37,3
7239,14,9/2/23,2.55,14
7240,0,,,0
7241,40,8/12/23,1.66,15
7242,3,8/19/23,1.15,3
7243,59,5/24/23,2.27,29
7244,1,10/24/22,0.09,1
7245,8,3/22/23,0.32,2
7246,7,10/31/21,0.27,0
7247,5,4/30/22,0.19,0
7248,2,6/30/22,0.08,0
7249,100,5/26/23,3.85,45
7250,10,10/24/22,0.46,1
7251,50,8/19/23,2.03,27
7252,62,8/1/23,2.58,23
7253,31,5/20/23,2.88,31
7254,26,9/4/23,1.11,9
7255,0,,,0
7256,3,8/26/23,0.19,2
7257,88,8/21/23,3.42,43
7258,0,,,0
7259,2,6/19/22,0.11,0
7260,10,2/3/23,0.41,1
7261,27,10/25/22,1.12,1
7262,13,9/8/23,0.5,5
7263,0,,,0
7264,0,,,0
7265,0,,,0
7266,20,4/23/23,1.29,11
7267,40,9/9/23,2.41,22
7268,27,4/8/22,1.06,0
7269,25,9/3/23,1.07,12
7270,27,8/22/22,1.34,0
7271,4,3/13/22,0.16,0
7272,61,9/5/23,3.39,37
7273,3,5/27/23,0.13,1
7274,9,5/31/23,0.54,7
7275,1,10/24/22,0.09,1
7276,1,10/10/22,0.09,1
7277,3,5/21/22,0.13,0
7278,53,8/13/23,2.16,36
7279,2,10/25/21,0.08,0
7280,3,10/25/21,0.12,0
7281,2,9/5/23,1.4,2
7282,0,,,0
7283,24,7/30/23,1.04,10
7284,4,8/12/23,1,4
7285,10,8/3/23,0.4,5
7286,48,8/26/23,1.87,19
7287,8,4/16/23,0.54,4
7288,0,,,0
7289,32,6/13/23,1.27,12
7290,21,8/21/23,0.9,12
7291,60,9/6/23,2.62,47
7292,8,10/9/22,0.33,1
7293,87,8/31/23,3.42,64
7294,30,7/30/23,1.19,5
7295,0,,,0
7296,4,10/16/21,0.16,0
7297,9,8/4/23,0.72,7
7298,0,,,0
7299,64,5/28/23,2.74,23
7300,0,,,0
7301,23,6/10/23,1.26,15
7302,50,8/16/23,2.04,22
7303,20,8/6/23,1.17,13
7304,18,9/25/22,0.71,2
7305,9,11/6/21,0.35,0
7306,18,7/20/23,0.76,5
7307,1,12/11/22,0.11,1
7308,5,11/30/22,0.22,1
7309,10,8/5/23,0.43,8
7310,34,9/3/23,1.39,17
7311,10,5/22/23,0.42,5
7312,4,3/27/22,0.17,0
7313,61,6/12/23,2.42,23
7314,42,5/28/23,1.71,16
7315,22,4/29/23,0.96,4
7316,36,7/25/23,1.41,11
7317,45,5/7/23,1.77,7
7318,24,6/11/23,1.01,6
7319,48,7/31/23,2.03,23
7320,1,10/25/21,0.04,0
7321,13,4/23/23,0.6,3
7322,33,6/30/23,1.34,5
7323,0,,,0
7324,2,11/7/21,0.09,0
7325,75,4/17/23,2.95,7
7326,74,7/31/23,2.91,33
7327,1,7/23/23,0.6,1
7328,19,1/2/23,0.78,4
7329,18,8/22/22,0.99,0
7330,8,8/28/23,0.33,5
7331,4,11/2/22,0.18,1
7332,35,8/20/23,1.4,12
7333,39,8/18/23,1.57,18
7334,32,8/18/23,2.09,15
7335,87,8/27/23,3.42,35
7336,0,,,0
7337,189,9/4/23,7.39,90
7338,0,,,0
7339,19,5/13/23,0.77,2
7340,0,,,0
7341,0,,,0
7342,0,,,0
7343,13,1/19/23,0.53,4
7344,19,4/23/23,0.76,6
7345,54,9/4/23,2.16,21
7346,29,3/12/23,1.26,10
7347,3,7/7/22,0.13,0
7348,88,9/3/23,3.49,41
7349,92,9/4/23,3.86,28
7350,11,1/3/23,0.46,4
7351,124,8/27/23,4.91,53
7352,19,4/29/23,1.03,12
7353,2,12/24/21,0.09,0
7354,119,8/26/23,4.69,58
7355,121,9/5/23,4.93,70
7356,139,9/5/23,5.89,78
7357,0,,,0
7358,7,4/29/23,0.3,1
7359,28,7/8/23,1.12,8
7360,16,9/4/23,0.77,4
7361,29,5/31/23,1.16,7
7362,104,8/13/23,4.16,35
7363,38,8/6/23,1.51,16
7364,25,9/4/23,3.05,25
7365,0,,,0
7366,75,9/4/23,3.01,39
7367,102,8/21/23,4.04,34
7368,78,9/5/23,3.14,30
7369,19,11/27/22,0.75,1
7370,124,9/3/23,4.92,38
7371,5,7/25/22,0.22,0
7372,21,8/20/23,1.34,13
7373,13,4/22/23,0.57,6
7374,41,8/9/23,1.79,10
7375,173,9/1/23,6.92,64
7376,92,7/31/23,3.79,36
7377,80,9/10/23,3.2,32
7378,15,8/6/23,0.6,10
7379,30,7/26/23,1.24,13
7380,4,10/25/22,0.16,1
7381,25,7/23/23,1,9
7382,13,6/21/23,0.53,4
7383,13,3/30/23,0.52,6
7384,22,4/23/23,0.92,3
7385,9,1/6/23,0.41,8
7386,4,10/28/22,0.17,2
7387,35,7/20/23,1.41,7
7388,286,9/3/23,11.49,99
7389,9,6/30/23,0.41,3
7390,107,9/1/23,4.53,40
7391,39,9/4/23,1.65,21
7392,1,10/24/21,0.04,0
7393,13,11/13/22,0.53,5
7394,2,12/13/22,0.1,1
7395,9,3/31/23,0.38,3
7396,48,7/11/23,1.92,9
7397,15,5/29/23,0.6,2
7398,22,6/25/23,2.13,22
7399,4,3/19/22,0.17,0
7400,2,11/6/21,0.09,0
7401,89,5/27/23,3.55,43
7402,3,4/29/23,0.17,2
7403,88,8/20/23,3.73,43
7404,45,9/5/23,1.8,21
7405,67,9/4/23,2.78,29
7406,11,7/31/23,0.45,4
7407,46,8/10/23,1.84,15
7408,64,7/20/23,2.86,29
7409,3,5/17/23,0.35,3
7410,85,8/27/23,3.5,41
7411,14,5/22/23,0.59,9
7412,9,9/7/23,0.56,5
7413,14,6/19/23,0.57,3
7414,41,8/20/23,1.74,20
7415,79,7/26/23,3.19,31
7416,54,8/20/23,2.19,27
7417,48,7/4/23,1.96,21
7418,16,8/1/23,0.65,5
7419,30,12/30/22,1.2,8
7420,28,7/25/23,1.12,10
7421,55,7/17/23,2.33,18
7422,48,8/27/23,1.96,20
7423,63,7/23/23,2.69,22
7424,82,7/31/23,3.28,35
7425,5,6/5/22,0.23,0
7426,5,8/18/23,0.2,2
7427,12,7/30/23,0.54,5
7428,3,8/7/22,0.21,0
7429,1,2/21/22,0.05,0
7430,36,8/12/23,1.53,17
7431,25,5/26/23,1.09,12
7432,0,,,0
7433,83,8/27/23,3.49,35
7434,0,,,0
7435,119,9/3/23,4.95,83
7436,29,8/18/23,1.23,14
7437,0,,,0
7438,62,4/28/23,2.53,12
7439,1,10/24/22,0.09,1
7440,45,8/20/23,1.81,25
7441,0,,,0
7442,25,5/7/22,1.01,0
7443,1,10/10/22,0.09,1
7444,2,4/17/22,0.09,0
7445,51,9/7/23,2.23,28
7446,0,,,0
7447,67,7/12/23,2.71,36
7448,103,8/12/23,4.14,58
7449,4,10/14/22,0.16,1
7450,83,9/6/23,5.45,63
7451,3,11/17/22,0.27,3
7452,125,9/9/23,5.02,52
7453,2,4/17/23,0.39,2
7454,0,,,0
7455,4,3/28/22,0.16,0
7456,63,8/14/23,2.56,26
7457,18,8/23/23,2.84,18
7458,29,9/4/23,1.18,6
7459,68,8/29/23,2.75,24
7460,1,11/15/22,0.1,1
7461,135,9/4/23,5.78,51
7462,2,7/25/22,0.13,0
7463,0,,,0
7464,45,9/6/23,1.82,5
7465,47,8/14/23,1.9,22
7466,63,8/15/23,2.58,25
7467,87,9/4/23,3.67,36
7468,39,6/11/23,1.64,13
7469,123,9/3/23,5.16,55
7470,0,,,0
7471,2,11/21/21,0.09,0
7472,0,,,0
7473,10,6/12/23,0.52,5
7474,12,7/2/23,0.51,2
7475,0,,,0
7476,5,7/30/23,0.23,2
7477,61,7/16/23,3,30
7478,12,4/9/23,0.49,7
7479,97,8/28/23,4.28,44
7480,0,,,0
7481,2,7/2/22,0.13,0
7482,245,9/6/23,9.89,119
7483,24,7/30/23,1.04,10
7484,17,6/23/23,0.7,7
7485,15,5/7/23,0.66,2
7486,7,5/7/23,0.29,1
7487,66,7/29/23,2.69,32
7488,0,,,0
7489,4,4/15/23,0.17,2
7490,1,10/23/22,0.09,1
7491,56,7/30/23,2.33,24
7492,32,9/3/23,1.32,10
7493,85,8/17/23,3.52,43
7494,28,5/29/23,1.17,8
7495,51,8/18/23,2.27,30
7496,41,8/7/23,1.67,18
7497,76,7/3/23,3.12,21
7498,25,9/4/23,1.75,21
7499,87,9/2/23,3.54,39
7500,1,10/24/21,0.04,0
7501,31,9/18/22,1.31,2
7502,17,7/31/23,0.71,5
7503,90,8/26/23,3.65,52
7504,91,8/25/23,3.74,51
7505,3,12/31/21,0.13,0
7506,7,8/9/23,0.3,1
7507,1,3/27/22,0.06,0
7508,26,9/4/23,2.02,25
7509,42,7/19/23,1.71,9
7510,129,8/15/23,5.35,60
7511,37,7/27/23,1.57,9
7512,5,10/24/22,0.22,3
7513,7,4/30/23,0.31,4
7514,2,3/19/23,0.34,2
7515,38,1/1/23,1.56,7
7516,15,4/24/23,0.67,7
7517,0,,,0
7518,29,8/15/23,1.26,19
7519,60,5/21/23,2.44,18
7520,126,8/26/23,5.35,67
7521,68,8/4/23,2.8,34
7522,108,9/4/23,4.44,41
7523,17,9/11/22,0.73,1
7524,96,9/2/23,4.03,50
7525,64,7/30/23,3.51,36
7526,19,7/31/23,0.79,7
7527,8,3/29/23,0.35,5
7528,10,5/8/23,0.44,2
7529,50,7/17/23,2.12,13
7530,4,5/29/23,0.68,4
7531,20,8/28/23,1.24,9
7532,4,10/10/22,0.16,1
7533,49,9/3/23,2.26,33
7534,23,8/28/23,0.97,1
7535,1,10/31/22,0.09,1
7536,16,4/5/23,0.68,6
7537,37,8/20/23,1.55,10
7538,72,8/27/23,2.96,25
7539,5,11/15/21,0.21,0
7540,0,,,0
7541,9,6/14/22,0.38,0
7542,47,9/4/23,1.94,12
7543,65,7/31/23,2.7,16
7544,4,11/27/22,0.18,2
7545,29,7/30/23,1.2,6
7546,79,8/27/23,3.39,43
7547,0,,,0
7548,60,8/13/23,2.48,29
7549,41,7/23/23,1.74,11
7550,3,2/28/23,0.12,1
7551,94,9/5/23,3.99,35
7552,0,,,0
7553,11,8/17/23,0.47,4
7554,46,8/27/23,2.54,45
7555,20,4/30/23,0.85,7
7556,5,8/7/22,0.21,0
7557,0,,,0
7558,61,8/7/23,2.52,26
7559,0,,,0
7560,179,9/4/23,7.52,73
7561,1,5/14/22,0.06,0
7562,1,10/11/21,0.04,0
7563,0,,,0
7564,42,6/12/23,1.78,22
7565,54,8/19/23,2.41,30
7566,28,6/14/23,1.21,18
7567,70,8/31/23,6.31,70
7568,7,6/4/22,0.39,0
7569,9,7/30/23,0.39,7
7570,27,10/24/22,1.15,1
7571,4,3/13/23,0.34,4
7572,0,,,0
7573,1,7/30/23,0.7,1
7574,139,8/28/23,5.96,85
7575,2,10/25/21,0.09,0
7576,116,9/1/23,4.92,53
7577,42,8/19/23,1.89,28
7578,2,5/4/23,0.09,1
7579,40,7/1/23,1.66,11
7580,39,7/30/23,1.69,22
7581,33,6/19/23,1.4,10
7582,40,7/23/23,1.68,11
7583,7,7/26/23,0.39,3
7584,15,9/29/22,0.63,3
7585,42,7/30/23,1.75,8
7586,5,5/28/23,0.44,5
7587,1,10/20/21,0.04,0
7588,22,8/27/23,0.92,13
7589,1,10/3/21,0.04,0
7590,19,4/7/23,0.82,4
7591,93,8/29/23,3.87,41
7592,120,9/4/23,5,50
7593,21,7/30/23,0.87,10
7594,8,10/24/22,0.34,1
7595,17,1/13/23,0.71,4
7596,48,7/30/23,2.02,20
7597,0,,,0
7598,0,,,0
7599,4,10/31/21,0.17,0
7600,12,5/21/23,0.71,7
7601,251,9/3/23,10.64,119
7602,0,,,0
7603,6,5/7/23,0.26,5
7604,6,4/26/23,0.27,4
7605,52,7/31/23,2.2,17
7606,15,10/8/22,0.63,1
7607,23,2/26/23,0.98,6
7608,7,11/13/22,0.31,2
7609,86,9/4/23,3.57,47
7610,3,11/21/21,0.13,0
7611,86,8/31/23,3.72,57
7612,62,9/4/23,2.58,25
7613,53,5/21/23,2.27,18
7614,105,8/11/23,4.36,26
7615,71,1/6/23,3.04,17
