id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
7616,37,7/3/23,1.63,16
7617,1,10/25/21,0.04,0
7618,72,8/31/23,3.04,32
7619,54,9/2/23,2.31,24
7620,6,6/8/23,0.27,3
7621,34,11/13/22,1.44,6
7622,1,10/24/22,0.09,1
7623,62,9/5/23,2.71,56
7624,44,7/16/23,1.91,18
7625,11,10/23/22,0.46,1
7626,6,3/19/23,0.25,3
7627,10,9/8/23,0.44,5
7628,2,2/20/23,0.29,2
7629,11,10/23/22,0.47,1
7630,5,7/31/23,0.21,2
7631,68,9/3/23,2.89,37
7632,48,8/20/23,2.1,27
7633,10,5/31/23,0.49,5
7634,0,,,0
7635,40,8/14/23,1.96,19
7636,79,9/1/23,3.46,44
7637,15,3/11/23,0.88,5
7638,69,9/2/23,2.93,39
7639,16,5/7/23,0.67,8
7640,50,5/8/23,2.16,9
7641,13,10/17/22,0.73,1
7642,59,9/4/23,2.48,33
7643,27,8/27/23,1.14,9
7644,0,,,0
7645,2,10/23/22,0.09,1
7646,26,9/4/23,1.26,15
7647,41,9/1/23,1.73,14
7648,0,,,0
7649,0,,,0
7650,1,10/3/21,0.04,0
7651,98,8/26/23,4.15,53
7652,81,8/18/23,3.47,33
7653,2,10/29/21,0.08,0
7654,130,8/27/23,5.51,66
7655,179,8/25/23,7.57,87
7656,23,9/5/22,0.97,0
7657,24,8/6/23,1.04,11
7658,0,,,0
7659,26,5/16/23,1.11,11
7660,65,8/31/23,3.15,38
7661,0,,,0
7662,31,5/17/22,1.32,0
7663,47,5/21/23,2.08,13
7664,13,3/12/23,0.55,6
7665,1,10/24/21,0.04,0
7666,90,9/3/23,3.85,36
7667,112,8/20/23,4.84,50
7668,90,8/27/23,3.77,40
7669,57,8/20/23,2.41,26
7670,52,8/20/23,2.27,22
7671,95,8/15/23,4.04,41
7672,4,1/9/23,0.17,1
7673,1,10/24/21,0.04,0
7674,17,7/30/23,0.94,13
7675,112,9/3/23,4.75,57
7676,71,9/4/23,3.02,30
7677,74,8/20/23,3.1,28
7678,11,5/7/23,0.47,4
7679,7,5/26/23,0.33,5
7680,10,10/23/22,0.42,3
7681,96,7/23/23,4.05,41
7682,24,8/3/23,1.06,6
7683,11,3/19/23,0.48,2
7684,2,11/8/21,0.09,0
7685,47,8/24/23,2.23,24
7686,121,8/28/23,5.13,68
7687,65,9/4/23,2.78,28
7688,41,8/19/23,1.77,24
7689,28,7/30/23,1.54,19
7690,36,3/17/23,1.9,13
7691,6,5/15/23,0.31,3
7692,4,3/22/23,0.17,1
7693,5,10/5/21,0.21,0
7694,39,9/9/23,2.5,30
7695,50,3/28/23,2.17,15
7696,150,9/2/23,6.36,66
7697,11,4/16/23,0.61,6
7698,122,8/27/23,5.17,55
7699,15,6/19/22,0.64,0
7700,58,7/30/23,2.51,29
7701,0,,,0
7702,74,11/30/22,3.17,14
7703,143,9/6/23,7.46,91
7704,39,5/29/23,1.65,12
7705,2,10/25/21,0.09,0
7706,70,9/4/23,3,39
7707,9,11/13/22,0.62,7
7708,3,10/23/22,0.13,1
7709,1,10/26/21,0.04,0
7710,6,7/30/23,0.41,5
7711,24,6/13/23,1.03,11
7712,1,10/14/21,0.04,0
7713,91,7/14/23,3.94,43
7714,154,9/4/23,6.53,68
7715,4,7/14/23,0.18,2
7716,3,7/3/22,0.17,0
7717,3,10/25/21,0.13,0
7718,60,9/4/23,2.65,29
7719,53,7/30/23,2.29,19
7720,71,8/30/23,3,44
7721,56,8/14/23,2.39,21
7722,8,5/15/23,0.38,3
7723,14,3/26/23,0.78,7
7724,42,9/5/23,1.82,17
7725,3,3/13/22,0.13,0
7726,12,5/22/23,0.51,5
7727,98,8/12/23,4.15,41
7728,110,8/25/23,4.87,82
7729,28,7/30/23,1.24,10
7730,54,8/27/23,2.31,24
7731,52,9/1/23,2.23,17
7732,85,7/31/23,3.64,40
7733,0,,,0
7734,13,4/2/23,0.56,7
7735,52,9/8/23,2.2,23
7736,56,2/10/23,2.38,14
7737,3,10/24/22,0.25,3
7738,0,,,0
7739,0,,,0
7740,1,10/25/21,0.04,0
7741,13,6/27/22,0.71,0
7742,0,,,0
7743,24,4/15/23,1.03,5
7744,35,6/25/23,2.26,30
7745,0,,,0
7746,15,2/13/22,0.64,0
7747,2,11/26/22,0.18,2
7748,0,,,0
7749,49,8/20/23,2.12,26
7750,30,7/28/23,1.31,18
7751,91,8/28/23,3.93,43
7752,102,7/31/23,4.37,54
7753,83,8/24/23,3.53,34
7754,96,9/5/23,4.39,34
7755,8,12/5/21,0.35,0
7756,38,5/21/23,1.63,12
7757,29,2/26/23,1.27,11
7758,29,8/13/23,1.24,16
7759,34,9/4/23,1.47,10
7760,15,12/21/22,0.64,1
7761,74,7/2/23,3.19,29
7762,27,8/11/23,1.43,10
7763,5,6/4/23,0.84,5
7764,2,2/18/23,0.14,1
7765,21,8/1/23,1.18,8
7766,25,7/8/23,1.09,14
7767,5,11/14/21,0.21,0
7768,8,3/31/23,0.36,2
7769,5,7/22/23,0.22,1
7770,11,3/19/23,0.49,4
7771,47,9/2/23,2.06,29
7772,25,8/20/23,1.09,10
7773,1,12/17/22,0.11,1
7774,26,8/20/23,1.13,16
7775,2,3/13/23,0.18,2
7776,20,5/7/23,0.87,13
7777,58,9/2/23,2.49,31
7778,38,8/14/23,1.66,18
7779,11,8/13/23,0.47,4
7780,1,10/24/21,0.04,0
7781,16,7/31/23,0.7,4
7782,3,10/31/22,0.2,2
7783,4,8/1/22,0.18,0
7784,5,9/5/23,2.73,5
7785,106,8/26/23,4.54,67
7786,1,11/28/21,0.05,0
7787,0,,,0
7788,2,2/22/22,0.09,0
7789,0,,,0
7790,9,7/23/23,0.4,3
7791,36,6/16/23,1.55,12
7792,24,4/22/23,1.05,16
7793,45,8/4/23,1.97,12
7794,30,5/7/23,1.29,8
7795,1,3/12/23,0.16,1
7796,40,5/28/23,1.73,13
7797,43,9/4/23,2.09,34
7798,22,4/16/23,0.95,5
7799,8,7/10/23,0.46,5
7800,1,5/23/23,0.27,1
7801,6,3/13/23,0.32,1
7802,15,7/23/23,1.11,13
7803,28,3/20/23,1.26,3
7804,15,9/6/23,0.77,13
7805,1,10/24/22,0.09,1
7806,59,8/20/23,3.19,29
7807,4,6/30/22,0.18,0
7808,19,4/4/23,0.87,7
7809,14,7/29/23,0.63,9
7810,8,9/1/23,0.44,5
7811,1,10/23/21,0.04,0
7812,62,9/4/23,2.66,33
7813,78,8/13/23,3.38,35
7814,0,,,0
7815,6,10/23/22,0.29,2
7816,3,6/12/22,0.17,0
7817,4,5/22/22,0.18,0
7818,145,8/13/23,7.89,78
7819,1,10/24/21,0.04,0
7820,4,3/16/23,0.25,3
7821,2,7/18/22,0.09,0
7822,4,3/19/23,0.17,2
7823,1,9/5/23,1,1
7824,3,1/2/23,0.14,1
7825,130,9/4/23,5.74,70
7826,31,10/10/22,1.64,1
7827,17,3/26/23,0.74,9
7828,33,7/23/23,1.52,18
7829,0,,,0
7830,0,,,0
7831,84,9/2/23,3.67,38
7832,0,,,0
7833,8,6/7/23,0.39,4
7834,63,7/30/23,2.73,25
7835,33,7/9/23,1.44,14
7836,6,10/9/22,0.37,1
7837,33,7/9/23,1.44,10
7838,5,3/26/23,0.35,2
7839,13,10/24/22,0.57,2
7840,4,4/17/23,0.2,1
7841,57,9/3/23,3.05,30
7842,0,,,0
7843,0,,,0
7844,0,,,0
7845,6,10/23/22,0.26,1
7846,41,8/20/23,1.81,24
7847,10,5/1/22,0.44,0
7848,44,8/11/23,1.96,13
7849,55,9/4/23,2.41,29
7850,38,8/5/23,1.91,15
7851,2,3/20/22,0.09,0
7852,20,8/1/22,0.89,0
7853,80,3/7/23,3.65,26
7854,70,1/23/23,3.06,15
7855,33,6/29/23,1.44,12
7856,23,6/11/23,1.01,9
7857,102,9/1/23,4.5,27
7858,194,8/6/23,8.47,60
7859,155,4/17/23,6.88,67
7860,138,8/3/23,6.14,78
7861,2,12/28/21,0.09,0
7862,36,8/4/23,1.57,17
7863,48,8/27/23,2.11,29
7864,3,3/19/23,0.17,2
7865,109,8/19/23,5.18,49
7866,32,4/23/23,1.69,13
7867,2,6/17/22,0.13,0
7868,48,8/20/23,2.19,23
7869,67,7/30/23,2.93,14
7870,46,7/31/23,2.01,25
7871,26,7/30/23,1.17,13
7872,31,9/4/23,1.35,10
7873,0,,,0
7874,64,8/13/23,2.86,26
7875,16,7/10/23,2.73,16
7876,2,1/28/22,0.1,0
7877,0,,,0
7878,0,,,0
7879,3,4/29/23,0.17,1
7880,4,7/4/22,0.23,0
7881,3,6/11/23,0.17,1
7882,3,3/27/22,0.16,0
7883,28,8/18/23,1.22,7
7884,0,,,0
7885,0,,,0
7886,0,,,0
7887,0,,,0
7888,38,9/1/23,1.68,16
7889,5,2/13/23,0.23,3
7890,159,8/27/23,7.15,63
7891,0,,,0
7892,11,11/29/22,0.52,5
7893,16,8/20/23,0.9,7
7894,3,8/26/23,0.15,1
7895,16,8/7/23,0.75,14
7896,74,8/20/23,3.34,29
7897,49,7/18/23,2.18,13
7898,0,,,0
7899,0,,,0
7900,10,5/7/23,0.49,6
7901,2,9/3/23,2,2
7902,3,4/2/23,0.14,1
7903,5,4/17/23,0.28,3
7904,0,,,0
7905,0,,,0
7906,0,,,0
7907,0,,,0
7908,61,9/3/23,3.06,28
7909,57,9/4/23,2.63,33
7910,35,8/17/23,1.82,23
7911,76,7/13/23,3.34,37
7912,2,1/3/22,0.09,0
7913,35,9/3/23,4.09,35
7914,6,7/30/23,0.32,2
7915,82,9/4/23,3.69,46
7916,47,8/6/23,2.61,34
7917,11,9/4/23,0.5,4
7918,119,9/1/23,5.3,63
7919,27,7/26/23,1.42,21
7920,0,,,0
7921,9,8/26/23,0.46,5
7922,1,3/18/22,0.06,0
7923,6,8/1/23,0.31,3
7924,79,8/28/23,3.53,39
7925,17,8/19/23,0.91,10
7926,164,9/1/23,7.31,81
7927,46,8/22/23,2.07,26
7928,13,4/11/22,0.58,0
7929,27,8/6/23,3.7,27
7930,2,6/13/22,0.1,0
7931,9,11/13/22,0.41,2
7932,2,3/4/22,0.09,0
7933,54,8/3/23,2.81,26
7934,1,7/23/23,0.6,1
7935,14,5/26/23,0.63,5
7936,3,5/21/23,0.17,2
7937,0,,,0
7938,39,9/7/23,2.04,23
7939,3,6/20/23,0.96,3
7940,22,7/27/23,1.19,7
7941,19,4/23/23,0.87,10
7942,22,9/3/23,1.92,22
7943,0,,,0
7944,26,6/18/23,1.23,15
7945,12,6/22/23,0.6,4
7946,91,9/6/23,4.23,46
7947,18,8/27/23,0.9,9
7948,23,7/31/23,1.12,17
7949,134,8/26/23,5.97,70
7950,2,8/12/23,0.16,1
7951,57,7/30/23,2.57,23
7952,74,8/23/23,3.32,36
7953,43,9/4/23,1.92,20
7954,11,10/26/22,0.51,3
7955,77,9/4/23,3.52,41
7956,1,2/6/22,0.05,0
7957,104,8/13/23,4.81,59
7958,18,9/4/23,0.83,13
7959,47,8/27/23,2.26,22
7960,32,10/24/22,1.53,5
7961,0,,,0
7962,25,8/10/23,1.28,17
7963,41,9/4/23,2.17,20
7964,6,2/27/23,0.32,4
7965,16,4/30/23,0.76,5
7966,1,11/13/21,0.04,0
7967,4,1/2/22,0.19,0
7968,5,4/9/23,0.24,2
7969,16,8/1/23,0.74,6
7970,38,7/24/23,2.29,28
7971,0,,,0
7972,29,5/15/23,1.38,11
7973,1,8/21/22,0.08,0
7974,8,12/23/22,0.38,4
7975,11,3/31/23,0.51,5
7976,84,9/8/23,4.49,56
7977,42,8/25/23,1.89,20
7978,1,5/14/22,0.06,0
7979,0,,,0
7980,0,,,0
7981,8,3/23/23,0.38,4
7982,6,3/18/23,0.27,3
7983,18,9/6/23,1.02,15
7984,0,,,0
7985,0,,,0
7986,10,3/26/23,0.46,3
7987,8,5/26/23,0.41,5
7988,40,8/6/23,2.15,25
7989,38,8/20/23,1.74,12
7990,26,9/5/23,1.19,8
7991,4,5/22/22,0.18,0
7992,10,4/30/23,0.48,6
7993,24,5/13/23,1.14,4
7994,0,,,0
7995,0,,,0
7996,1,10/30/22,0.09,1
7997,0,,,0
7998,43,8/28/23,1.96,21
7999,23,7/26/23,1.07,9
8000,14,8/16/23,0.67,9
8001,3,9/9/23,0.27,3
8002,2,2/14/22,0.1,0
8003,25,10/10/22,1.17,1
8004,15,8/30/23,0.8,11
8005,4,8/17/23,0.27,2
8006,39,8/20/23,1.82,22
8007,2,6/30/23,0.29,2
8008,10,9/1/23,0.97,10
8009,40,9/3/23,2.31,21
8010,1,4/3/23,0.19,1
8011,45,8/27/23,2.05,18
8012,55,8/19/23,2.87,28
8013,8,1/23/22,0.38,0
8014,79,8/25/23,3.6,37
8015,4,6/19/23,0.23,3
8016,4,6/17/23,0.25,2
8017,2,12/29/22,0.11,1
8018,0,,,0
8019,1,3/20/22,0.06,0
8020,10,7/24/23,1.42,10
8021,5,7/31/23,0.85,5
8022,10,9/1/23,1.18,10
8023,2,9/3/23,2,2
8024,6,6/28/23,0.98,6
8025,16,5/16/23,0.73,5
8026,55,9/3/23,2.72,30
8027,0,,,0
8028,8,5/21/22,0.39,0
8029,16,7/17/23,0.76,8
8030,0,,,0
8031,0,,,0
8032,58,7/12/23,2.66,26
8033,11,5/14/23,0.62,5
8034,32,6/11/23,1.7,16
8035,0,,,0
8036,0,,,0
8037,42,8/19/23,2.03,27
8038,9,7/24/23,0.44,6
8039,64,8/12/23,3.23,24
8040,21,7/23/23,1.14,8
8041,6,8/1/23,0.39,5
8042,93,9/3/23,6.53,82
8043,18,11/8/22,0.88,2
8044,0,,,0
8045,59,8/24/23,2.77,41
8046,3,3/14/23,0.17,1
8047,54,7/4/23,2.56,27
8048,35,8/12/23,5.17,35
8049,1,4/16/23,0.2,1
8050,65,8/15/23,3.06,28
8051,39,3/12/23,1.81,11
8052,4,7/23/23,0.22,2
8053,2,7/30/23,0.12,1
8054,30,8/5/23,1.39,7
8055,37,9/4/23,1.84,16
8056,4,4/30/23,0.2,1
8057,21,7/15/23,1.17,13
8058,27,8/1/23,1.41,15
8059,49,8/29/23,2.44,29
8060,5,12/15/21,0.23,0
8061,0,,,0
8062,2,12/22/21,0.09,0
8063,45,8/10/23,2.16,27
8064,23,6/11/23,1.21,12
8065,1,12/27/21,0.05,0
8066,109,9/3/23,5.3,60
8067,3,5/29/23,0.3,3
8068,0,,,0
8069,0,,,0
8070,89,9/5/23,4.14,36
8071,50,9/3/23,4.46,50
8072,0,,,0
8073,47,8/26/23,2.35,25
8074,4,1/1/23,0.45,4
8075,51,8/27/23,2.54,29
8076,1,1/3/22,0.05,0
8077,0,,,0
8078,15,8/27/23,0.98,8
8079,15,6/12/23,0.8,4
8080,0,,,0
8081,44,9/4/23,2.08,22
8082,11,7/30/23,0.53,8
8083,24,7/5/23,1.49,14
8084,6,4/30/23,0.32,3
8085,33,8/18/23,1.55,19
8086,7,4/16/23,0.37,2
8087,1,8/21/22,0.08,0
8088,1,6/4/22,0.06,0
8089,53,8/21/23,2.47,29
8090,9,3/24/22,0.43,0
8091,4,3/31/23,0.23,1
8092,7,4/15/23,0.34,4
8093,3,3/12/23,0.41,3
8094,0,,,0
8095,2,3/20/23,0.17,2
8096,104,8/29/23,4.87,48
8097,2,12/28/22,0.1,1
8098,49,9/1/23,2.34,27
8099,8,12/26/22,0.46,5
8100,66,8/24/23,3.11,42
8101,35,8/6/23,1.74,16
8102,9,4/16/23,0.78,9
8103,18,8/19/23,1.71,18
8104,31,8/19/23,1.52,14
8105,0,,,0
8106,91,3/26/23,4.31,26
8107,84,9/3/23,4.16,52
8108,24,7/1/23,1.28,20
8109,57,8/20/23,2.84,36
8110,0,,,0
8111,43,9/5/23,2.08,26
8112,31,11/11/22,1.5,3
8113,0,,,0
8114,21,7/23/23,1.11,14
8115,0,,,0
8116,0,,,0
8117,9,8/12/23,0.47,6
8118,68,8/6/23,3.32,37
8119,78,8/21/23,3.7,40
8120,73,7/2/23,3.45,33
8121,3,7/27/23,1.11,3
8122,3,3/3/22,0.14,0
8123,8,8/7/23,0.44,4
8124,85,8/28/23,4.01,43
8125,1,8/7/22,0.08,0
8126,1,5/13/23,0.25,1
8127,47,8/13/23,2.34,27
8128,23,8/6/23,1.21,15
8129,40,9/7/23,2.04,22
8130,44,9/3/23,2.09,21
8131,48,9/5/23,2.36,44
8132,5,8/13/23,0.3,3
8133,0,,,0
8134,48,8/13/23,2.31,16
8135,47,8/13/23,2.23,18
8136,1,8/22/23,1,1
8137,16,6/11/23,0.82,14
8138,42,9/3/23,2.22,22
8139,44,8/27/23,2.81,37
8140,91,8/17/23,4.63,50
8141,5,5/29/23,0.24,3
8142,213,9/7/23,10.7,123
8143,17,5/7/23,0.83,8
8144,96,8/25/23,4.56,38
8145,36,9/4/23,1.73,19
8146,0,,,0
8147,0,,,0
8148,1,11/1/22,0.1,1
8149,0,,,0
8150,119,9/5/23,5.79,73
8151,51,5/30/23,2.48,23
8152,11,6/8/23,0.53,2
8153,23,5/5/23,1.12,5
8154,11,6/21/23,0.53,3
8155,9,3/5/23,0.44,2
8156,62,8/20/23,3.01,32
8157,15,8/12/23,0.73,6
8158,7,8/7/23,0.56,6
8159,41,6/11/23,2.21,19
8160,84,8/12/23,4.14,43
8161,0,,,0
8162,9,7/6/22,0.47,0
8163,46,8/25/23,2.22,15
8164,7,4/9/23,1,7
8165,13,8/30/23,0.65,4
8166,46,8/4/23,2.23,21
8167,18,3/28/23,0.95,6
8168,32,8/13/23,1.65,16
8169,49,8/1/23,2.37,21
8170,118,8/23/23,6.14,56
8171,68,8/5/23,3.25,42
8172,8,8/5/23,0.43,5
8173,50,7/30/23,2.78,33
8174,47,8/31/23,2.34,23
8175,24,5/29/23,1.2,11
8176,3,7/1/22,0.15,0
8177,8,7/30/23,0.48,2
8178,34,12/19/22,1.72,14
8179,39,9/4/23,1.99,17
8180,9,5/27/23,0.47,5
8181,0,,,0
8182,0,,,0
8183,0,,,0
8184,65,9/4/23,3.24,37
8185,75,9/7/23,3.64,38
8186,8,3/31/23,0.41,4
8187,33,8/27/23,1.86,23
8188,12,8/12/23,0.62,6
8189,66,7/2/23,3.2,33
8190,88,8/23/23,4.25,53
8191,3,10/30/22,0.17,1
8192,62,6/21/23,3.17,38
8193,0,,,0
8194,41,7/31/23,2.4,28
8195,61,8/25/23,2.99,30
8196,35,9/4/23,1.76,25
8197,21,9/4/23,1.06,9
8198,22,8/24/23,1.72,20
8199,0,,,0
8200,2,5/1/23,0.13,1
8201,64,7/30/23,3.17,21
8202,33,8/17/23,1.81,20
8203,47,6/4/23,2.34,29
8204,0,,,0
8205,0,,,0
8206,0,,,0
8207,34,3/5/23,2.1,1
8208,4,3/1/23,0.25,2
8209,4,5/1/23,0.38,4
8210,69,8/12/23,3.39,26
8211,18,7/9/23,1.05,10
8212,14,8/16/23,0.75,9
8213,64,9/5/23,3.3,36
8214,23,9/4/23,1.85,21
8215,48,8/6/23,3.06,30
8216,1,4/16/23,0.2,1
8217,25,6/30/23,1.26,13
8218,39,8/6/23,2.2,22
8219,0,,,0
8220,0,,,0
8221,8,4/8/23,0.4,5
8222,9,8/11/23,0.48,8
8223,1,11/30/22,0.11,1
8224,17,7/16/23,0.91,9
8225,3,10/24/22,0.16,1
8226,0,,,0
8227,30,8/21/23,1.8,15
8228,64,9/4/23,3.42,42
8229,1,2/26/23,0.15,1
8230,5,10/24/22,0.28,2
8231,3,3/10/23,0.18,1
8232,46,8/20/23,2.26,23
8233,1,5/27/22,0.06,0
8234,0,,,0
8235,34,9/4/23,1.84,23
8236,76,8/31/23,3.78,33
8237,56,8/26/23,2.74,52
8238,8,8/17/23,0.43,4
8239,12,8/27/23,0.78,10
8240,6,4/30/23,0.32,4
8241,50,8/6/23,2.48,37
8242,86,8/31/23,4.26,47
8243,30,8/13/23,1.5,26
8244,4,10/1/22,0.24,1
8245,46,9/3/23,2.35,28
8246,16,8/1/22,0.82,0
8247,10,8/6/23,0.55,6
8248,25,8/21/23,1.3,14
8249,34,8/13/23,2.05,26
8250,42,3/26/23,0.58,2
8251,57,6/18/23,0.78,11
8252,3,3/27/23,0.18,1
8253,4,1/28/23,0.22,2
8254,174,8/20/23,8.94,101
8255,31,5/8/23,1.56,23
8256,21,6/12/23,1.12,15
8257,19,4/25/23,1.41,18
8258,0,,,0
8259,55,9/3/23,2.8,35
8260,38,8/25/23,2.11,22
8261,126,9/6/23,6.84,86
8262,4,4/16/23,0.26,3
8263,33,5/5/23,1.7,17
8264,0,,,0
8265,1,3/26/22,0.06,0
8266,29,8/20/23,1.8,19
8267,7,6/30/23,0.45,4
8268,18,5/10/23,0.99,6
8269,26,8/6/23,1.29,10
8270,4,5/5/23,0.63,4
8271,40,8/13/23,1.99,19
8272,7,8/7/23,0.53,6
8273,51,8/17/23,2.71,46
8274,66,8/28/23,3.32,37
8275,0,,,0
8276,8,6/12/23,0.44,2
8277,26,4/23/23,1.36,12
8278,11,12/11/22,0.59,2
8279,16,5/15/23,0.85,8
8280,2,8/11/23,0.13,1
8281,4,3/27/22,0.22,0
8282,69,8/26/23,3.82,39
8283,1,10/1/22,0.09,1
8284,1,1/16/22,0.05,0
8285,123,9/4/23,6.4,75
8286,30,5/28/23,1.53,8
8287,1,7/23/23,0.6,1
8288,3,8/13/23,0.16,1
8289,2,11/13/22,0.19,2
8290,40,8/20/23,2.33,29
8291,1,3/11/22,0.05,0
8292,68,7/31/23,3.46,36
8293,28,7/15/23,1.55,18
8294,6,9/8/23,0.31,1
8295,51,9/4/23,2.67,28
8296,81,8/27/23,4.08,42
8297,26,7/28/23,1.36,6
8298,21,7/20/23,1.12,15
8299,0,,,0
8300,7,4/16/23,0.37,2
8301,22,8/21/23,1.12,14
8302,35,8/21/23,1.87,22
8303,12,4/22/23,0.64,5
8304,0,,,0
8305,21,4/23/23,0.29,2
8306,14,7/3/23,0.74,9
8307,17,6/11/23,0.92,11
8308,67,8/8/23,0.93,12
8309,13,8/25/23,0.75,9
8310,43,4/24/23,0.6,8
8311,27,7/30/23,1.64,18
8312,55,8/28/23,2.86,35
8313,12,5/22/22,0.62,0
8314,54,8/27/23,2.99,32
8315,19,9/4/23,1.03,9
8316,2,10/24/22,0.12,1
8317,2,7/18/23,0.71,2
8318,14,9/3/23,0.81,8
8319,80,8/20/23,4.02,39
8320,2,3/20/22,0.11,0
8321,9,6/7/23,0.91,9
8322,63,8/28/23,3.36,46
8323,7,6/21/23,0.4,4
8324,20,9/9/23,4.72,20
8325,1,10/31/22,0.1,1
8326,5,6/30/23,0.29,2
8327,44,8/27/23,3.42,43
8328,10,5/18/23,0.6,5
8329,5,3/28/23,0.43,5
8330,6,7/25/23,0.34,3
8331,41,8/25/23,2.14,24
8332,1,3/30/22,0.06,0
8333,73,9/3/23,3.81,40
8334,50,7/26/23,2.56,13
8335,68,6/4/23,3.51,34
8336,25,7/30/23,1.27,9
8337,17,7/2/23,0.91,14
8338,3,7/9/23,0.19,1
8339,0,,,0
8340,0,,,0
8341,37,6/17/23,1.68,13
8342,80,8/15/23,3.64,48
8343,58,7/30/23,2.64,29
8344,59,7/23/23,2.7,28
8345,60,8/13/23,2.76,31
8346,7,8/5/23,0.4,3
8347,0,,,0
8348,54,8/7/23,2.57,31
8349,40,9/4/23,2.35,34
8350,24,7/30/23,1.25,16
8351,8,3/28/22,0.38,0
8352,4,4/17/22,0.19,0
8353,87,9/1/23,4.09,31
8354,89,8/19/23,4.22,45
8355,0,,,0
8356,30,3/16/23,1.53,11
8357,16,7/29/23,1.24,15
8358,43,8/5/23,2.12,21
8359,72,7/30/23,3.43,35
8360,0,,,0
8361,41,9/8/23,2.03,24
8362,45,9/4/23,2.27,22
8363,19,6/3/23,0.98,15
8364,20,4/18/23,1.02,7
8365,2,6/14/23,0.22,2
8366,20,4/2/23,1,6
8367,44,9/4/23,2.65,32
8368,2,10/24/22,0.13,1
8369,45,9/4/23,2.27,22
8370,28,7/30/23,2.49,28
8371,29,9/4/23,1.57,20
8372,13,7/17/23,0.68,6
8373,31,8/6/23,2.37,29
8374,96,9/1/23,4.83,56
8375,1,6/13/22,0.07,0
8376,10,8/27/23,0.5,5
8377,31,8/13/23,1.59,21
8378,4,5/11/23,0.25,3
8379,3,6/30/23,0.17,2
8380,52,1/14/23,2.61,9
8381,0,,,0
8382,3,12/3/22,0.15,1
8383,0,,,0
8384,10,4/16/23,0.66,7
8385,33,9/9/23,1.78,32
8386,0,,,0
8387,13,7/1/23,0.93,10
8388,18,5/1/23,0.96,6
8389,33,7/22/23,1.74,21
8390,12,4/3/23,0.66,5
8391,9,1/26/23,0.46,6
8392,42,5/29/23,2.29,23
8393,24,6/17/23,1.32,9
8394,97,8/25/23,4.91,41
8395,20,7/31/23,1.09,10
8396,1,4/13/22,0.06,0
8397,7,10/23/22,0.38,2
8398,2,12/15/22,0.12,1
8399,3,8/19/23,0.16,1
8400,44,9/4/23,2.45,38
8401,60,8/27/23,3.17,33
8402,5,11/1/22,0.28,1
8403,1,4/16/23,0.2,1
8404,18,9/3/23,0.94,12
8405,8,10/10/22,0.42,1
8406,5,5/9/23,0.47,5
8407,1,2/21/22,0.05,0
8408,2,10/22/22,0.11,1
8409,76,8/30/23,3.87,42
8410,6,8/9/23,1,6
8411,26,8/27/23,1.95,22
8412,5,8/17/22,0.26,0
8413,45,9/4/23,2.43,31
8414,4,8/7/23,0.62,4
8415,75,8/22/23,3.99,44
8416,61,9/5/23,3.73,47
8417,1,10/24/22,0.09,1
8418,11,6/24/22,0.6,0
8419,19,7/30/23,1.06,9
8420,0,,,0
8421,17,8/7/23,0.9,9
8422,6,6/27/22,0.33,0
8423,28,9/4/23,1.58,15
8424,49,8/20/23,2.87,37
8425,69,6/25/23,3.6,37
8426,2,6/13/22,0.12,0
8427,18,8/20/23,1.11,14
8428,46,8/30/23,2.44,14
8429,39,8/24/23,2.02,27
8430,47,8/7/23,2.59,30
8431,23,8/27/23,2.01,23
8432,41,8/27/23,2.09,25
8433,1,5/5/22,0.06,0
8434,36,9/3/23,3.35,36
8435,38,9/2/23,2.1,29
8436,30,9/5/23,1.58,10
8437,21,8/26/23,1.07,11
8438,14,8/11/23,0.88,10
8439,23,8/20/23,1.33,11
8440,24,8/26/23,3.2,24
8441,124,8/13/23,6.36,64
8442,9,8/13/23,2.84,9
8443,53,9/7/23,2.77,44
8444,0,,,0
8445,2,3/18/23,0.11,1
8446,47,9/4/23,2.6,28
8447,1,5/19/22,0.06,0
8448,3,7/17/23,0.17,1
8449,198,9/2/23,10.14,112
8450,0,,,0
8451,9,5/28/23,0.57,8
8452,10,3/18/23,0.52,6
8453,16,8/4/23,0.89,9
8454,13,4/26/22,0.67,0
8455,5,10/25/22,0.26,2
8456,75,8/26/23,3.9,37
8457,9,5/30/22,0.49,0
8458,53,7/16/23,2.76,37
8459,37,8/20/23,1.93,23
8460,68,8/29/23,3.5,40
8461,1,2/20/22,0.05,0
8462,5,12/27/22,0.26,2
8463,2,5/17/23,0.11,1
8464,3,7/17/23,0.19,2
8465,8,8/6/23,0.74,8
8466,55,9/3/23,2.87,36
8467,33,8/13/23,1.71,13
8468,0,,,0
8469,18,7/8/23,0.98,10
8470,61,8/19/23,3.16,30
8471,0,,,0
8472,11,6/13/22,0.61,0
8473,101,8/20/23,5.29,51
8474,7,9/9/23,0.37,3
8475,1,4/20/22,0.06,0
8476,27,8/6/23,1.44,21
8477,64,8/23/23,3.39,32
8478,46,8/25/23,2.53,32
8479,71,8/24/23,3.76,47
8480,15,6/25/23,0.82,8
8481,45,7/19/23,2.33,17
8482,0,,,0
8483,96,8/19/23,5.09,54
8484,50,9/4/23,3.07,35
8485,36,8/6/23,1.9,19
8486,9,8/14/23,0.52,6
